,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,38651.0,1.0,0.0,0.0
courtyard_actual,42474.0,134.0,299.0,0.0
lab_actual,69.0,0.0,39106.0,3017.0
lobby_actual,691.0,0.0,29.0,40719.0
