,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,38419.0,232.0,0.0,1.0
courtyard_actual,42889.0,18.0,0.0,0.0
lab_actual,0.0,0.0,42192.0,0.0
lobby_actual,0.0,0.0,8.0,41431.0
