,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.016452814569536425,0.9834954470198676,2.5869205298013245e-05,2.5869205298013245e-05
courtyard_actual,2.3304047913122508e-05,0.9999300878562606,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,2.3698928808417858e-05,2.3698928808417858e-05,0.9999289032135747,2.3698928808417858e-05
lobby_actual,2.4129527302560142e-05,4.8259054605120284e-05,0.846729242574138,0.15319836884395435
