,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9979822019867549,2.5869205298013245e-05,0.0019660596026490067,2.5869205298013245e-05
courtyard_actual,0.9999067838083475,4.6608095826245015e-05,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,0.12463266660346953,2.3698928808417858e-05,0.87522513982368,0.0001184946440420893
lobby_actual,0.1275486813213329,2.4129527302560142e-05,4.8259054605120284e-05,0.8723789300967594
