,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9992756622516556,0.0006467301324503312,5.173841059602649e-05,2.5869205298013245e-05
courtyard_actual,0.9548367551443686,0.026589918668872784,0.018550022138845518,2.3304047913122508e-05
lab_actual,2.3698928808417858e-05,2.3698928808417858e-05,0.9998815053559579,7.109678642525358e-05
lobby_actual,2.4129527302560142e-05,2.4129527302560142e-05,0.11500132712400164,0.8849504138213933
