,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.999896523178808,5.173841059602649e-05,2.5869205298013245e-05,2.5869205298013245e-05
courtyard_actual,0.9898394351098786,0.0031460464682715387,0.006991214373936753,2.3304047913122508e-05
lab_actual,0.0016589250165892503,2.3698928808417858e-05,0.9267940089107972,0.0715233671438051
lobby_actual,0.01669763289337162,2.4129527302560142e-05,0.0007238858190768043,0.982554351760249
