,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9938948675496688,0.0060275248344370865,2.5869205298013245e-05,5.173841059602649e-05
courtyard_actual,0.9995106149938244,0.0004427769103493277,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,2.3698928808417858e-05,2.3698928808417858e-05,0.9999289032135747,2.3698928808417858e-05
lobby_actual,2.4129527302560142e-05,2.4129527302560142e-05,0.00021716574572304127,0.9997345751996718
