,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,30016.0,1275.0,4814.0,2547.0
courtyard_actual,27557.0,5799.0,9549.0,2.0
lab_actual,0.0,0.0,38289.0,3903.0
lobby_actual,0.0,0.0,0.0,41439.0
