,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.13694544305297673,0.7687749377790069,0.09427961916801643
teammate,0.00709849157054126,0.9890629219551715,0.0038385864742872576
supervisor,6.028696595795989e-05,0.0008038262127727985,0.9991358868212692
