,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.2826403246802971,0.7172830997779309,7.657554177195804e-05
teammate,0.004543642885611798,0.9953766440813073,7.971303308090873e-05
supervisor,7.766387076731904e-05,0.01863932898415657,0.9812830071450761
