,config,scene,role,cmd_mode,cmd,role rec method,cmd rec method,stamp,object id,object class,estimated role,estimated command
149,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,halt,artag,verbal,1720994572.1326103,0,person,supervisor,none
150,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994572.2993019,0,person,supervisor,none
151,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994572.2993019,0,person,supervisor,none
152,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994572.2993019,0,person,supervisor,none
153,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994594.8657203,0,person,supervisor,none
154,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994595.9323673,0,person,supervisor,none
155,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994596.8656743,0,person,supervisor,none
156,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994597.8990192,0,person,supervisor,none
157,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994598.832378,0,person,supervisor,none
158,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994599.865748,0,person,supervisor,none
159,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994600.899036,0,person,supervisor,none
160,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994601.8323786,0,person,supervisor,none
161,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994602.9323573,0,person,supervisor,none
162,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994603.86568,0,person,supervisor,none
163,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994604.9322853,0,person,supervisor,none
164,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994605.8322992,0,person,supervisor,none
165,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994606.7656312,0,person,supervisor,none
166,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994607.832364,0,person,supervisor,none
167,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994608.8989782,0,person,supervisor,none
168,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994609.8323011,0,person,supervisor,none
169,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994610.8323035,0,person,supervisor,none
170,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994611.8656404,0,person,supervisor,none
171,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994612.8988197,0,person,supervisor,none
172,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994613.9321537,0,person,supervisor,none
173,config/exp2_cfgs/exp2_ar_role_verbal_cmd_music.yaml,lab,supervisor,verbal,advance,artag,verbal,1720994614.8655121,0,person,supervisor,none
