,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.7211709398332873,0.2787895547742267,3.950539248607435e-05
teammate,0.03346707302958991,0.9665136375911423,1.9289379267775163e-05
supervisor,0.0012459306297978377,0.011735862706482858,0.9870182066637193
