,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.5033777110575594,0.4961087188401217,0.0005135701023189665
teammate,0.009586821496084256,0.9903167316075768,9.644689633887582e-05
supervisor,0.0016880350468228768,0.0024918612595956754,0.9958201036935814
