,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.537174574329396,0.4133054161893098,0.049520009481294196
teammate,0.00028934068901662746,0.9243084757532503,0.07540218355773311
supervisor,2.0095655319319964e-05,2.0095655319319964e-05,0.9999598086893614
