,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.22717575949117055,0.7716588314304903,0.0011654090783391933
teammate,0.008699510049766598,0.9910690173990201,0.00023147255121330195
supervisor,0.007093766327719947,0.0023913829829990754,0.990514850689281
