,config,scene,role,cmd_mode,cmd,role rec method,cmd rec method,stamp,object id,object class,estimated role,estimated command
67,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996400.473575,0,person,pedestrian,none
68,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996401.4402428,0,person,pedestrian,none
69,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996402.4735725,0,person,pedestrian,none
70,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996403.4737358,0,person,pedestrian,none
71,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996404.3070567,0,person,pedestrian,none
72,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996405.4403899,0,person,pedestrian,none
73,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996406.5071635,0,person,pedestrian,none
74,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996407.4737287,0,person,pedestrian,none
75,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996408.4737227,0,person,pedestrian,none
76,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996409.473724,0,person,pedestrian,none
77,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996410.4403992,0,person,pedestrian,none
78,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996411.5070438,0,person,pedestrian,none
79,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996412.507229,0,person,pedestrian,none
80,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996413.5072086,0,person,pedestrian,none
81,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996414.4072113,0,person,pedestrian,none
82,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996415.4738894,0,person,pedestrian,none
83,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996416.4738789,0,person,pedestrian,none
84,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996417.5072176,0,person,pedestrian,none
85,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996418.4072104,0,person,pedestrian,none
86,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,follow-me,visual,artag,1720996419.4405508,0,person,pedestrian,none
87,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996419.4405508,0,person,pedestrian,none
88,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996419.4405508,0,person,pedestrian,none
89,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996547.409622,0,person,pedestrian,none
90,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996548.5096116,0,person,pedestrian,none
91,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996549.542949,0,person,pedestrian,none
92,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996550.4429488,1,person,pedestrian,none
93,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996551.476462,0,person,pedestrian,none
94,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996552.4764621,1,person,pedestrian,none
95,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996553.4764576,1,person,pedestrian,none
96,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996554.4764674,1,person,pedestrian,none
97,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996555.5097833,1,person,pedestrian,none
98,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996556.4097915,1,person,pedestrian,none
99,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996557.4097857,1,person,pedestrian,none
100,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996558.4764748,1,person,pedestrian,none
101,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996559.443235,1,person,pedestrian,none
102,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996560.4766014,1,person,pedestrian,none
103,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996561.543246,3,person,pedestrian,none
104,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996562.5098734,3,person,pedestrian,none
105,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996563.5765786,3,person,pedestrian,none
106,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996564.4765794,3,person,pedestrian,none
107,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996565.476574,3,person,pedestrian,none
108,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996566.376569,3,person,pedestrian,none
109,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996567.5099075,3,person,pedestrian,none
110,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996568.476684,3,person,pedestrian,none
111,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996569.4767008,3,person,pedestrian,none
112,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996570.443359,3,person,pedestrian,none
113,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996571.4433541,3,person,pedestrian,none
114,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996572.4100196,3,person,pedestrian,none
115,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996573.4767132,3,person,pedestrian,none
116,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,rally,visual,artag,1720996574.476697,3,person,pedestrian,none
117,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996574.510026,3,person,pedestrian,none
118,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996442.27439,0,person,pedestrian,none
119,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996443.2411938,0,person,pedestrian,none
120,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996444.2078662,1,person,pedestrian,none
121,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996445.2078617,1,person,pedestrian,none
122,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996446.2745352,1,person,pedestrian,none
123,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996447.2745287,1,person,pedestrian,none
124,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996448.1745234,1,person,pedestrian,none
125,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996449.274555,1,person,pedestrian,none
126,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996450.2745357,1,person,pedestrian,none
127,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996451.207988,1,person,pedestrian,none
128,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996452.2747085,1,person,pedestrian,none
129,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996453.2746663,1,person,pedestrian,none
130,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996454.241285,1,person,pedestrian,none
131,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996455.2079818,1,person,pedestrian,none
132,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996456.2413058,1,person,pedestrian,none
133,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996457.2079732,1,person,pedestrian,none
134,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996458.241301,1,person,pedestrian,none
135,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996459.2414606,1,person,pedestrian,none
136,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996460.1748028,1,person,supervisor,none
137,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996461.2414792,5,person,pedestrian,none
138,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996462.241459,1,person,pedestrian,none
139,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996463.208148,5,person,pedestrian,none
140,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996464.2081432,1,person,pedestrian,none
141,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996465.2748039,5,person,pedestrian,none
142,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996466.2749429,5,person,pedestrian,none
143,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996467.208292,5,person,pedestrian,none
144,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996468.241615,1,person,pedestrian,none
145,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,halt,visual,artag,1720996469.2416103,1,person,pedestrian,none
146,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996469.3749464,1,person,pedestrian,none
147,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996469.3749464,1,person,pedestrian,none
148,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996492.4420533,0,person,pedestrian,none
149,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996493.508712,0,person,pedestrian,none
150,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996494.5753725,0,person,pedestrian,none
