,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.14502698535080957,0.853970701619121,0.0010023130300693909
teammate,0.02102548069407535,0.9788963576676567,7.81616382679381e-05
supervisor,0.026049672356605453,0.0008898956395113664,0.9730604320038831
