,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.5649961449498844,0.39121048573631456,0.04379336931380108
teammate,0.0010942629357511334,0.9937470689385649,0.005158668125683915
supervisor,8.08996035919424e-05,8.08996035919424e-05,0.9998382007928162
