,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.523130300693909,0.4764070932922128,0.0004626060138781804
teammate,0.023761138033453182,0.976004377051743,0.0002344849148038143
supervisor,0.002831486125717984,0.003235984143677696,0.9939325297306043
