,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.6751660432094053,0.3246049316741736,0.00022902511642110084
teammate,7.417847340701729e-05,0.999851643053186,7.417847340701729e-05
supervisor,0.00015161852778409522,0.002350087180653476,0.9974982942915624
