,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.7525001908542637,0.24734712573478893,0.00015268341094740057
teammate,7.417847340701729e-05,0.9865736963133299,0.013352125213263111
supervisor,7.580926389204761e-05,7.580926389204761e-05,0.9998483814722159
