,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.7490223342313375,0.25089076214478145,8.690362388111584e-05
teammate,0.058399201903154015,0.9415240580155015,7.674008134448623e-05
supervisor,0.0008816009873931059,0.008198889182755884,0.990919509829851
