,scene,role,cmd_mode,cmd,iteration,scene_estimation_mode,n_audio_updates,n_visual_updates,scene_est,scene_conf
0,lab,supervisor,gest_verb,move-in-reverse,3,clip,0,1,lab,0.6613596108040524
1,lab,supervisor,gest_verb,move-in-reverse,3,fused,0,1,lab,0.6613596108040524
2,lab,supervisor,gest_verb,move-in-reverse,3,fused,0,2,lab,0.9026418820783584
3,lab,supervisor,gest_verb,move-in-reverse,3,clip,0,2,lab,0.9026418820783584
4,lab,supervisor,gest_verb,move-in-reverse,3,clip,1,3,lab,0.9725785392428666
5,lab,supervisor,gest_verb,move-in-reverse,3,fused,1,3,lab,0.9725785392428666
6,lab,supervisor,gest_verb,move-in-reverse,3,audio,1,3,lab,0.5774537803193924
7,lab,supervisor,gest_verb,move-in-reverse,3,fused,1,3,lab,0.9928333821960879
8,lab,supervisor,gest_verb,move-in-reverse,3,audio,2,3,lab,0.6174851929037606
9,lab,supervisor,gest_verb,move-in-reverse,3,fused,2,3,lab,0.993460016679046
10,lab,supervisor,gest_verb,move-in-reverse,3,fused,3,3,lab,0.999680802391946
11,lab,supervisor,gest_verb,move-in-reverse,3,audio,3,3,lab,0.9479487429317383
12,lab,supervisor,gest_verb,move-in-reverse,3,fused,4,3,lab,0.999985456806471
13,lab,supervisor,gest_verb,move-in-reverse,3,audio,4,3,lab,0.9959943775969673
14,lab,supervisor,gest_verb,move-in-reverse,3,clip,4,4,lab,0.9921505788128894
15,lab,supervisor,gest_verb,move-in-reverse,3,fused,4,4,lab,0.9999963794210031
16,lab,supervisor,gest_verb,move-in-reverse,3,fused,5,4,lab,0.9999989287987815
17,lab,supervisor,gest_verb,move-in-reverse,3,audio,5,4,lab,0.998590272862514
18,lab,supervisor,gest_verb,move-in-reverse,3,clip,5,5,lab,0.9977222082421557
19,lab,supervisor,gest_verb,move-in-reverse,3,fused,5,5,lab,0.9999997048646846
20,lab,supervisor,gest_verb,move-in-reverse,3,audio,6,5,lab,0.9995288107412793
21,lab,supervisor,gest_verb,move-in-reverse,3,fused,6,5,lab,0.9999998923054291
22,lab,supervisor,gest_verb,move-in-reverse,1,clip,0,1,lab,0.649941062217326
23,lab,supervisor,gest_verb,move-in-reverse,1,fused,0,1,lab,0.649941062217326
24,lab,supervisor,gest_verb,move-in-reverse,1,fused,1,1,lab,0.8587562899837696
25,lab,supervisor,gest_verb,move-in-reverse,1,audio,1,1,lab,0.512500213817961
26,lab,supervisor,gest_verb,move-in-reverse,1,clip,1,2,lab,0.8975417677465237
27,lab,supervisor,gest_verb,move-in-reverse,1,fused,1,2,lab,0.9674450366838059
28,lab,supervisor,gest_verb,move-in-reverse,1,fused,2,2,lab,0.9974517689954028
29,lab,supervisor,gest_verb,move-in-reverse,1,audio,2,2,lab,0.9037144410608966
30,lab,supervisor,gest_verb,move-in-reverse,1,fused,2,3,lab,0.9994346814348083
31,lab,supervisor,gest_verb,move-in-reverse,1,clip,2,3,lab,0.9719718433388057
32,lab,supervisor,gest_verb,move-in-reverse,1,clip,2,4,lab,0.9920969215952775
33,lab,supervisor,gest_verb,move-in-reverse,1,fused,2,4,lab,0.9998495989718232
34,lab,supervisor,gest_verb,move-in-reverse,1,audio,3,4,lab,0.897174956580137
35,lab,supervisor,gest_verb,move-in-reverse,1,fused,3,4,lab,0.9999626130943721
36,lab,supervisor,gest_verb,move-in-reverse,1,clip,3,5,lab,0.9977349797420042
37,lab,supervisor,gest_verb,move-in-reverse,1,fused,3,5,lab,0.9999910704071011
38,lab,supervisor,gest_verb,move-in-reverse,1,audio,4,5,lab,0.98100991565379
39,lab,supervisor,gest_verb,move-in-reverse,1,fused,4,5,lab,0.999998384942532
40,lab,supervisor,gest_verb,move-in-reverse,1,fused,4,6,lab,0.9999996618142479
41,lab,supervisor,gest_verb,move-in-reverse,1,clip,4,6,lab,0.9993429861981851
42,lab,supervisor,gest_verb,move-in-reverse,1,audio,5,6,lab,0.9938187896746901
43,lab,supervisor,gest_verb,move-in-reverse,1,fused,5,6,lab,0.9999999174358463
44,lab,supervisor,gest_verb,move-in-reverse,1,clip,5,7,lab,0.9998073212230321
45,lab,supervisor,gest_verb,move-in-reverse,1,fused,5,7,lab,0.9999999774327766
46,lab,supervisor,gest_verb,move-in-reverse,1,audio,6,7,lab,0.998825743024658
47,lab,supervisor,gest_verb,move-in-reverse,1,fused,6,7,lab,0.9999999948333019
48,lab,supervisor,gest_verb,move-in-reverse,2,clip,0,1,lab,0.6547865814903505
49,lab,supervisor,gest_verb,move-in-reverse,2,fused,0,1,lab,0.6547865814903505
50,lab,supervisor,gest_verb,move-in-reverse,2,audio,1,1,lab,0.6614952359084307
51,lab,supervisor,gest_verb,move-in-reverse,2,fused,1,1,lab,0.9182500297176144
52,lab,supervisor,gest_verb,move-in-reverse,2,clip,1,2,lab,0.8991066013116334
53,lab,supervisor,gest_verb,move-in-reverse,2,fused,1,2,lab,0.9816100258634636
54,lab,supervisor,gest_verb,move-in-reverse,2,clip,1,3,lab,0.9720866615788781
55,lab,supervisor,gest_verb,move-in-reverse,2,fused,1,3,lab,0.9952701355109371
56,lab,supervisor,gest_verb,move-in-reverse,2,fused,2,3,lab,0.9997773763696782
57,lab,supervisor,gest_verb,move-in-reverse,2,audio,2,3,lab,0.9616692546557898
58,lab,supervisor,gest_verb,move-in-reverse,2,clip,2,4,lab,0.9921488647122755
59,lab,supervisor,gest_verb,move-in-reverse,2,fused,2,4,lab,0.9999429487084815
60,lab,supervisor,gest_verb,move-in-reverse,2,audio,3,4,lab,0.9189723914161607
61,lab,supervisor,gest_verb,move-in-reverse,2,fused,3,4,lab,0.9999726504300926
62,lab,supervisor,gest_verb,move-in-reverse,2,clip,3,5,lab,0.9977457093246405
63,lab,supervisor,gest_verb,move-in-reverse,2,fused,3,5,lab,0.9999935478026469
64,lab,supervisor,gest_verb,move-in-reverse,2,audio,4,5,lab,0.9886846813015683
65,lab,supervisor,gest_verb,move-in-reverse,2,fused,4,5,lab,0.9999994322494528
66,lab,supervisor,gest_verb,move-in-reverse,2,clip,4,6,lab,0.9993440408996791
67,lab,supervisor,gest_verb,move-in-reverse,2,fused,4,6,lab,0.9999998894528949
68,lab,supervisor,gest_verb,move-in-reverse,2,audio,5,6,lab,0.9978202988742998
69,lab,supervisor,gest_verb,move-in-reverse,2,fused,5,6,lab,0.9999999744615347
70,lab,supervisor,gest_verb,move-in-reverse,2,clip,5,7,lab,0.9998070927518443
71,lab,supervisor,gest_verb,move-in-reverse,2,fused,5,7,lab,0.9999999930335983
72,lab,supervisor,gest_verb,move-in-reverse,2,audio,6,7,lab,0.9993631256865546
73,lab,supervisor,gest_verb,move-in-reverse,2,fused,6,7,lab,0.9999999952407067
74,lab,supervisor,gest_verb,move-in-reverse,2,clip,6,8,lab,0.9999431792847586
75,lab,supervisor,gest_verb,move-in-reverse,2,fused,6,8,lab,0.9999999986133541
76,lab,supervisor,gest_verb,move-in-reverse,4,clip,0,1,lab,0.6650471679870369
77,lab,supervisor,gest_verb,move-in-reverse,4,fused,0,1,lab,0.6650471679870369
78,lab,supervisor,gest_verb,move-in-reverse,4,fused,0,2,lab,0.9000622790500461
79,lab,supervisor,gest_verb,move-in-reverse,4,clip,0,2,lab,0.9000622790500461
80,lab,supervisor,gest_verb,move-in-reverse,4,audio,1,2,lab,0.7915165086125628
81,lab,supervisor,gest_verb,move-in-reverse,4,fused,1,2,lab,0.9921992417081027
82,lab,supervisor,gest_verb,move-in-reverse,4,clip,1,3,lab,0.9726020988271297
83,lab,supervisor,gest_verb,move-in-reverse,4,fused,1,3,lab,0.9981277556456976
84,lab,supervisor,gest_verb,move-in-reverse,4,audio,2,3,lab,0.9694877185513128
85,lab,supervisor,gest_verb,move-in-reverse,4,fused,2,3,lab,0.999826523472804
86,lab,supervisor,gest_verb,move-in-reverse,4,fused,2,4,lab,0.999954173773942
87,lab,supervisor,gest_verb,move-in-reverse,4,clip,2,4,lab,0.9921791801941998
88,lab,supervisor,gest_verb,move-in-reverse,4,audio,3,4,lab,0.9955133834060488
89,lab,supervisor,gest_verb,move-in-reverse,4,fused,3,4,lab,0.9999952036849075
90,lab,supervisor,gest_verb,move-in-reverse,4,clip,3,5,lab,0.9977389464375938
91,lab,supervisor,gest_verb,move-in-reverse,4,fused,3,5,lab,0.999998698014487
92,lab,supervisor,gest_verb,move-in-reverse,4,audio,4,5,lab,0.9991933046325269
93,lab,supervisor,gest_verb,move-in-reverse,4,fused,4,5,lab,0.9999998033606923
94,lab,supervisor,gest_verb,move-in-reverse,4,clip,4,6,lab,0.999336230910019
95,lab,supervisor,gest_verb,move-in-reverse,4,fused,4,6,lab,0.9999999437428829
96,lab,supervisor,gest_verb,move-in-reverse,4,audio,5,6,lab,0.9999277145263354
97,lab,supervisor,gest_verb,move-in-reverse,4,fused,5,6,lab,0.9999999985350063
98,lab,supervisor,gest_verb,move-in-reverse,4,fused,5,7,lab,0.9999999995787275
99,lab,supervisor,gest_verb,move-in-reverse,4,clip,5,7,lab,0.9998046902428508
100,lab,supervisor,gest_verb,move-in-reverse,4,audio,6,7,lab,0.9999880910538671
101,lab,supervisor,gest_verb,move-in-reverse,4,fused,6,7,lab,0.999999999941981
102,lab,supervisor,gest_verb,move-in-reverse,4,fused,6,8,lab,0.6666440035451949
103,lab,supervisor,gest_verb,move-in-reverse,4,clip,6,8,lab,0.6666440035451949
104,lab,supervisor,gest_verb,move-in-reverse,0,clip,0,1,lab,0.9018584354397055
105,lab,supervisor,gest_verb,move-in-reverse,0,fused,0,1,lab,0.9018584354397055
106,lab,supervisor,gest_verb,move-in-reverse,0,audio,1,1,lab,0.7348172874122454
107,lab,supervisor,gest_verb,move-in-reverse,0,fused,1,1,lab,0.9898778326365602
108,lab,supervisor,gest_verb,move-in-reverse,0,clip,1,2,lab,0.972375160566595
109,lab,supervisor,gest_verb,move-in-reverse,0,fused,1,2,lab,0.9973649139878451
110,lab,supervisor,gest_verb,move-in-reverse,0,audio,2,2,lab,0.9486861672100353
111,lab,supervisor,gest_verb,move-in-reverse,0,fused,2,2,lab,0.9996543375436545
112,lab,supervisor,gest_verb,move-in-reverse,0,clip,2,3,lab,0.992113086139328
113,lab,supervisor,gest_verb,move-in-reverse,0,fused,2,3,lab,0.9999050786984861
114,lab,supervisor,gest_verb,move-in-reverse,0,fused,3,3,lab,0.9999477799773305
115,lab,supervisor,gest_verb,move-in-reverse,0,audio,3,3,lab,0.9315886477474978
116,lab,supervisor,gest_verb,move-in-reverse,0,clip,3,4,lab,0.9977138629169586
117,lab,supervisor,gest_verb,move-in-reverse,0,fused,3,4,lab,0.9999858924226985
118,lab,supervisor,gest_verb,move-in-reverse,0,clip,3,5,lab,0.9993304576863377
119,lab,supervisor,gest_verb,move-in-reverse,0,fused,3,5,lab,0.9999959626061912
120,lab,supervisor,gest_verb,move-in-reverse,0,audio,4,5,lab,0.9936233121868746
121,lab,supervisor,gest_verb,move-in-reverse,0,fused,4,5,lab,0.9999999667100344
122,lab,supervisor,gest_verb,move-in-reverse,0,clip,4,6,lab,0.9998034077539797
123,lab,supervisor,gest_verb,move-in-reverse,0,fused,4,6,lab,0.9999999913785911
124,lab,supervisor,gest_verb,move-in-reverse,0,audio,5,6,lab,0.9990817861190672
125,lab,supervisor,gest_verb,move-in-reverse,0,fused,5,6,lab,0.9999999992009179
126,lab,supervisor,gest_verb,move-in-reverse,0,clip,5,7,lab,0.9999421636241111
127,lab,supervisor,gest_verb,move-in-reverse,0,fused,5,7,lab,0.9999999997805651
128,lab,supervisor,gest_verb,move-in-reverse,0,audio,6,7,lab,0.9996272682915365
129,lab,supervisor,gest_verb,move-in-reverse,0,fused,6,7,lab,0.9999999999218891
130,lab,supervisor,gest_verb,move-forward,2,clip,0,1,lab,0.6728475317072106
131,lab,supervisor,gest_verb,move-forward,2,fused,0,1,lab,0.6728475317072106
132,lab,supervisor,gest_verb,move-forward,2,audio,1,1,lab,0.6434267646533465
133,lab,supervisor,gest_verb,move-forward,2,fused,1,1,lab,0.9281860419258516
134,lab,supervisor,gest_verb,move-forward,2,clip,1,2,lab,0.9017609566595827
135,lab,supervisor,gest_verb,move-forward,2,fused,1,2,lab,0.9836586038051487
136,lab,supervisor,gest_verb,move-forward,2,audio,2,2,lab,0.9186749926678306
137,lab,supervisor,gest_verb,move-forward,2,fused,2,2,lab,0.9981180752339311
138,lab,supervisor,gest_verb,move-forward,2,clip,2,3,lab,0.9726268164153827
139,lab,supervisor,gest_verb,move-forward,2,fused,2,3,lab,0.9995496543319506
140,lab,supervisor,gest_verb,move-forward,2,audio,3,3,lab,0.8736513811333428
141,lab,supervisor,gest_verb,move-forward,2,fused,3,3,lab,0.9993950799856857
142,lab,supervisor,gest_verb,move-forward,2,clip,3,4,lab,0.9920769162717434
143,lab,supervisor,gest_verb,move-forward,2,fused,3,4,lab,0.9998254835543171
144,lab,supervisor,gest_verb,move-forward,2,clip,3,5,lab,0.9976818494883589
145,lab,supervisor,gest_verb,move-forward,2,fused,3,5,lab,0.9999484877662829
146,lab,supervisor,gest_verb,move-forward,2,audio,4,5,lab,0.8669499196230689
147,lab,supervisor,gest_verb,move-forward,2,fused,4,5,lab,0.9999865273206469
148,lab,supervisor,gest_verb,move-forward,2,clip,4,6,lab,0.9993175435470106
149,lab,supervisor,gest_verb,move-forward,2,fused,4,6,lab,0.9999960165964975
150,lab,supervisor,gest_verb,move-forward,2,fused,5,6,lab,0.9999965618533567
151,lab,supervisor,gest_verb,move-forward,2,audio,5,6,lab,0.8494700573895287
152,lab,supervisor,gest_verb,move-forward,2,clip,5,7,lab,0.9997989568901454
153,lab,supervisor,gest_verb,move-forward,2,fused,5,7,lab,0.9999989844902584
154,lab,supervisor,gest_verb,move-forward,0,fused,1,0,lab,0.8719658271156828
155,lab,supervisor,gest_verb,move-forward,0,audio,1,0,lab,0.8719658271156828
156,lab,supervisor,gest_verb,move-forward,0,audio,2,0,lab,0.9725676902720999
157,lab,supervisor,gest_verb,move-forward,0,fused,2,0,lab,0.9725676902720999
158,lab,supervisor,gest_verb,move-forward,0,fused,2,1,lab,0.9981843645849369
159,lab,supervisor,gest_verb,move-forward,0,clip,2,1,lab,0.6831694272106906
160,lab,supervisor,gest_verb,move-forward,0,clip,2,2,lab,0.9040803348483919
161,lab,supervisor,gest_verb,move-forward,0,fused,2,2,lab,0.9997827944633301
162,lab,supervisor,gest_verb,move-forward,0,fused,2,3,lab,0.9999573455684497
163,lab,supervisor,gest_verb,move-forward,0,clip,2,3,lab,0.9725064788935704
164,lab,supervisor,gest_verb,move-forward,0,audio,3,3,lab,0.9906899583301236
165,lab,supervisor,gest_verb,move-forward,0,fused,3,3,lab,0.9999727343682715
166,lab,supervisor,gest_verb,move-forward,0,clip,3,4,lab,0.9920410015167141
167,lab,supervisor,gest_verb,move-forward,0,fused,3,4,lab,0.9999932037794554
168,lab,supervisor,gest_verb,move-forward,0,audio,4,4,lab,0.9986180992206749
169,lab,supervisor,gest_verb,move-forward,0,fused,4,4,lab,0.999999506112663
170,lab,supervisor,gest_verb,move-forward,0,clip,4,5,lab,0.9976724571720514
171,lab,supervisor,gest_verb,move-forward,0,fused,4,5,lab,0.9999998722327238
172,lab,supervisor,gest_verb,move-forward,0,fused,5,5,lab,0.999999848920539
173,lab,supervisor,gest_verb,move-forward,0,audio,5,5,lab,0.9987313592325894
174,lab,supervisor,gest_verb,move-forward,0,clip,5,6,lab,0.9993151114927663
175,lab,supervisor,gest_verb,move-forward,0,fused,5,6,lab,0.9999999564995036
176,lab,supervisor,gest_verb,move-forward,0,audio,6,6,lab,0.9904304233507695
177,lab,supervisor,gest_verb,move-forward,0,fused,6,6,lab,0.9999997134492393
178,lab,supervisor,gest_verb,move-forward,3,audio,1,0,lab,0.6743742837322191
179,lab,supervisor,gest_verb,move-forward,3,fused,1,0,lab,0.6743742837322191
180,lab,supervisor,gest_verb,move-forward,3,fused,1,1,lab,0.9289910813653747
181,lab,supervisor,gest_verb,move-forward,3,clip,1,1,lab,0.6656500142046092
182,lab,supervisor,gest_verb,move-forward,3,clip,1,2,lab,0.9008003397392242
183,lab,supervisor,gest_verb,move-forward,3,fused,1,2,lab,0.9842358909411589
184,lab,supervisor,gest_verb,move-forward,3,clip,1,3,lab,0.9724375412885652
185,lab,supervisor,gest_verb,move-forward,3,fused,1,3,lab,0.9960043842174381
186,lab,supervisor,gest_verb,move-forward,3,fused,2,3,lab,0.9997694786043797
187,lab,supervisor,gest_verb,move-forward,3,audio,2,3,lab,0.9585077117564719
188,lab,supervisor,gest_verb,move-forward,3,clip,2,4,lab,0.9920703832051706
189,lab,supervisor,gest_verb,move-forward,3,fused,2,4,lab,0.9999378809366318
190,lab,supervisor,gest_verb,move-forward,3,fused,3,4,lab,0.9999974928021554
191,lab,supervisor,gest_verb,move-forward,3,audio,3,4,lab,0.9960822809539674
192,lab,supervisor,gest_verb,move-forward,3,clip,3,5,lab,0.9976903318292099
193,lab,supervisor,gest_verb,move-forward,3,fused,3,5,lab,0.999999311270188
194,lab,supervisor,gest_verb,move-forward,3,fused,3,6,lab,0.9999998017534306
195,lab,supervisor,gest_verb,move-forward,3,clip,3,6,lab,0.9993206630216052
196,lab,supervisor,gest_verb,move-forward,3,audio,4,6,lab,0.9991579057166344
197,lab,supervisor,gest_verb,move-forward,3,fused,4,6,lab,0.9999999682234865
198,lab,supervisor,gest_verb,move-forward,3,clip,4,7,lab,0.9998001441208201
199,lab,supervisor,gest_verb,move-forward,3,fused,4,7,lab,0.999999990757884
200,lab,supervisor,gest_verb,move-forward,3,fused,4,7,lab,0.9999999994491011
201,lab,supervisor,gest_verb,move-forward,3,audio,5,7,lab,0.9998894305899206
202,lab,supervisor,gest_verb,move-forward,3,clip,5,8,lab,0.6586898112271901
203,lab,supervisor,gest_verb,move-forward,3,fused,5,8,lab,0.6586898112271901
204,lab,supervisor,gest_verb,move-forward,4,clip,0,1,lab,0.8974083082995769
205,lab,supervisor,gest_verb,move-forward,4,fused,0,1,lab,0.8974083082995769
206,lab,supervisor,gest_verb,move-forward,4,audio,0,1,lab,0.7512739056071535
207,lab,supervisor,gest_verb,move-forward,4,fused,0,1,lab,0.9876797059940378
208,lab,supervisor,gest_verb,move-forward,4,audio,2,1,lab,0.9272619752118636
209,lab,supervisor,gest_verb,move-forward,4,fused,2,1,lab,0.9972925904460701
210,lab,supervisor,gest_verb,move-forward,4,fused,2,2,lab,0.9993357850458107
211,lab,supervisor,gest_verb,move-forward,4,clip,2,2,lab,0.9722716036507414
212,lab,supervisor,gest_verb,move-forward,4,clip,2,3,lab,0.9921278485793706
213,lab,supervisor,gest_verb,move-forward,4,fused,2,3,lab,0.9998139194259199
214,lab,supervisor,gest_verb,move-forward,4,audio,3,3,lab,0.9901957107963254
215,lab,supervisor,gest_verb,move-forward,4,fused,3,3,lab,0.9999871246348166
216,lab,supervisor,gest_verb,move-forward,4,fused,3,4,lab,0.9999962812172106
217,lab,supervisor,gest_verb,move-forward,4,clip,3,4,lab,0.9977078033040118
218,lab,supervisor,gest_verb,move-forward,4,audio,4,4,lab,0.9981385265865197
219,lab,supervisor,gest_verb,move-forward,4,fused,4,4,lab,0.9999995567648371
220,lab,supervisor,gest_verb,move-forward,4,clip,4,5,lab,0.9993260046988229
221,lab,supervisor,gest_verb,move-forward,4,fused,4,5,lab,0.9999998697830005
222,lab,supervisor,gest_verb,move-forward,4,clip,4,6,lab,0.9998009912885851
223,lab,supervisor,gest_verb,move-forward,4,fused,4,6,lab,0.999999961496863
224,lab,supervisor,gest_verb,move-forward,4,fused,5,6,lab,0.9999999934940959
225,lab,supervisor,gest_verb,move-forward,4,audio,5,6,lab,0.9987830914067816
226,lab,supervisor,gest_verb,move-forward,4,clip,5,7,lab,0.9999411508516093
227,lab,supervisor,gest_verb,move-forward,4,fused,5,7,lab,0.9999999980755132
228,lab,supervisor,gest_verb,move-forward,1,clip,0,1,lab,0.6641494625774396
229,lab,supervisor,gest_verb,move-forward,1,fused,0,1,lab,0.6641494625774396
230,lab,supervisor,gest_verb,move-forward,1,audio,1,1,lab,0.36950096797057497
231,lab,supervisor,gest_verb,move-forward,1,fused,1,1,lab,0.7772889890815491
232,lab,supervisor,gest_verb,move-forward,1,clip,1,2,lab,0.8994136106330309
233,lab,supervisor,gest_verb,move-forward,1,fused,1,2,lab,0.9398034214534251
234,lab,supervisor,gest_verb,move-forward,1,audio,2,2,lab,0.8602743976686322
235,lab,supervisor,gest_verb,move-forward,1,fused,2,2,lab,0.9955844494016916
236,lab,supervisor,gest_verb,move-forward,1,clip,2,3,lab,0.9724554020258106
237,lab,supervisor,gest_verb,move-forward,1,fused,2,3,lab,0.9989720656358245
238,lab,supervisor,gest_verb,move-forward,1,audio,3,3,lab,0.9341579549431704
239,lab,supervisor,gest_verb,move-forward,1,fused,3,3,lab,0.9995283852366272
240,lab,supervisor,gest_verb,move-forward,1,fused,3,4,lab,0.9998718577705668
241,lab,supervisor,gest_verb,move-forward,1,clip,3,4,lab,0.9921162775599442
242,lab,supervisor,gest_verb,move-forward,1,fused,4,4,lab,0.9999836696020712
243,lab,supervisor,gest_verb,move-forward,1,audio,4,4,lab,0.9906418383116661
244,lab,supervisor,gest_verb,move-forward,1,fused,4,5,lab,0.999995296766283
245,lab,supervisor,gest_verb,move-forward,1,clip,4,5,lab,0.997696635680198
246,lab,supervisor,gest_verb,move-forward,1,clip,4,6,lab,0.9993227300934587
247,lab,supervisor,gest_verb,move-forward,1,fused,4,6,lab,0.9999986231372923
248,lab,supervisor,gest_verb,move-forward,1,audio,5,6,lab,0.9789262917766107
249,lab,supervisor,gest_verb,move-forward,1,fused,5,6,lab,0.9999971478591385
250,lab,supervisor,gest_verb,move-forward,1,clip,5,7,lab,0.999800283821729
251,lab,supervisor,gest_verb,move-forward,1,fused,5,7,lab,0.9999991579525449
252,lab,supervisor,gest_verb,follow-me,0,clip,0,1,lab,0.6728149073763863
253,lab,supervisor,gest_verb,follow-me,0,fused,0,1,lab,0.6728149073763863
254,lab,supervisor,gest_verb,follow-me,0,fused,1,1,lab,0.858795346677552
255,lab,supervisor,gest_verb,follow-me,0,audio,1,1,lab,0.5095309252323305
256,lab,supervisor,gest_verb,follow-me,0,clip,1,2,lab,0.9015389251263977
257,lab,supervisor,gest_verb,follow-me,0,fused,1,2,lab,0.965199241694703
258,lab,supervisor,gest_verb,follow-me,0,audio,2,2,lab,0.9584792258336683
259,lab,supervisor,gest_verb,follow-me,0,fused,2,2,lab,0.9991102295405444
260,lab,supervisor,gest_verb,follow-me,0,fused,2,3,lab,0.9998157306280171
261,lab,supervisor,gest_verb,follow-me,0,clip,2,3,lab,0.9725037240946993
262,lab,supervisor,gest_verb,follow-me,0,audio,3,3,lab,0.9933553251090965
263,lab,supervisor,gest_verb,follow-me,0,fused,3,3,lab,0.9999752241247629
264,lab,supervisor,gest_verb,follow-me,0,fused,3,4,lab,0.9999942201556405
265,lab,supervisor,gest_verb,follow-me,0,clip,3,4,lab,0.9921439807622101
266,lab,supervisor,gest_verb,follow-me,0,fused,4,4,lab,0.9999988058672087
267,lab,supervisor,gest_verb,follow-me,0,audio,4,4,lab,0.9981695208245209
268,lab,supervisor,gest_verb,follow-me,0,clip,4,5,lab,0.9977167401807747
269,lab,supervisor,gest_verb,follow-me,0,fused,4,5,lab,0.9999997033703638
270,lab,supervisor,gest_verb,follow-me,0,audio,5,5,lab,0.9996379889397238
271,lab,supervisor,gest_verb,follow-me,0,fused,5,5,lab,0.9999999487860532
272,lab,supervisor,gest_verb,follow-me,0,clip,5,6,lab,0.9993295181112071
273,lab,supervisor,gest_verb,follow-me,0,fused,5,6,lab,0.9999999863040964
274,lab,supervisor,gest_verb,follow-me,0,audio,6,6,lab,0.9999673537807825
275,lab,supervisor,gest_verb,follow-me,0,fused,6,6,lab,0.9999999991394523
276,lab,supervisor,gest_verb,follow-me,0,clip,6,7,lab,0.9998019607896471
277,lab,supervisor,gest_verb,follow-me,0,fused,6,7,lab,0.9999999997585378
278,lab,supervisor,gest_verb,follow-me,1,audio,1,0,lab,0.881817441446429
279,lab,supervisor,gest_verb,follow-me,1,fused,1,0,lab,0.881817441446429
280,lab,supervisor,gest_verb,follow-me,1,clip,1,1,lab,0.6783486617289729
281,lab,supervisor,gest_verb,follow-me,1,fused,1,1,lab,0.9899714807783876
282,lab,supervisor,gest_verb,follow-me,1,clip,1,2,lab,0.9042484067972841
283,lab,supervisor,gest_verb,follow-me,1,fused,1,2,lab,0.9989290745597508
284,lab,supervisor,gest_verb,follow-me,1,audio,2,2,lab,0.9847997812157447
285,lab,supervisor,gest_verb,follow-me,1,fused,2,2,lab,0.9999204334043368
286,lab,supervisor,gest_verb,follow-me,1,clip,2,3,lab,0.9725793255287711
287,lab,supervisor,gest_verb,follow-me,1,fused,2,3,lab,0.9999871595552252
288,lab,supervisor,gest_verb,follow-me,1,fused,3,3,lab,0.9999990798991159
289,lab,supervisor,gest_verb,follow-me,1,audio,3,3,lab,0.9983181290945149
290,lab,supervisor,gest_verb,follow-me,1,clip,3,4,lab,0.9921001283365701
291,lab,supervisor,gest_verb,follow-me,1,fused,3,4,lab,0.999999830093905
292,lab,supervisor,gest_verb,follow-me,1,audio,4,4,lab,0.9995612007026298
293,lab,supervisor,gest_verb,follow-me,1,fused,4,4,lab,0.9999999652496109
294,lab,supervisor,gest_verb,follow-me,1,clip,4,5,lab,0.9976919986536872
295,lab,supervisor,gest_verb,follow-me,1,fused,4,5,lab,0.9999999920570942
296,lab,supervisor,gest_verb,follow-me,1,fused,5,5,lab,0.9999999972769748
297,lab,supervisor,gest_verb,follow-me,1,audio,5,5,lab,0.9999121287456927
298,lab,supervisor,gest_verb,follow-me,1,fused,5,6,lab,0.9999999992956731
299,lab,supervisor,gest_verb,follow-me,1,clip,5,6,lab,0.999323113901213
300,lab,supervisor,gest_verb,follow-me,1,fused,6,6,lab,0.9999999999479205
301,lab,supervisor,gest_verb,follow-me,1,audio,6,6,lab,0.9999861916650113
302,lab,supervisor,gest_verb,follow-me,1,clip,6,7,lab,0.9998004525408024
303,lab,supervisor,gest_verb,follow-me,1,fused,6,7,lab,0.999999999985637
304,lab,supervisor,gest_verb,follow-me,3,clip,0,1,lab,0.6742553873989616
305,lab,supervisor,gest_verb,follow-me,3,fused,0,1,lab,0.6742553873989616
306,lab,supervisor,gest_verb,follow-me,3,audio,1,1,lab,0.6908527619235767
307,lab,supervisor,gest_verb,follow-me,3,fused,1,1,lab,0.9376082546111453
308,lab,supervisor,gest_verb,follow-me,3,clip,1,2,lab,0.9035675804400184
309,lab,supervisor,gest_verb,follow-me,3,fused,1,2,lab,0.9865862224666075
310,lab,supervisor,gest_verb,follow-me,3,audio,2,2,lab,0.9488294240477358
311,lab,supervisor,gest_verb,follow-me,3,fused,2,2,lab,0.99876393682069
312,lab,supervisor,gest_verb,follow-me,3,clip,2,3,lab,0.9726556605256075
313,lab,supervisor,gest_verb,follow-me,3,fused,2,3,lab,0.9997119112331687
314,lab,supervisor,gest_verb,follow-me,3,fused,3,3,lab,0.9999182098253451
315,lab,supervisor,gest_verb,follow-me,3,audio,3,3,lab,0.966557103092673
316,lab,supervisor,gest_verb,follow-me,3,clip,3,4,lab,0.9921276484184084
317,lab,supervisor,gest_verb,follow-me,3,fused,3,4,lab,0.9999795889272067
318,lab,supervisor,gest_verb,follow-me,3,audio,4,4,lab,0.9928989102949147
319,lab,supervisor,gest_verb,follow-me,3,fused,4,4,lab,0.9999965100810941
320,lab,supervisor,gest_verb,follow-me,3,clip,4,5,lab,0.9977054010509356
321,lab,supervisor,gest_verb,follow-me,3,fused,4,5,lab,0.9999990453892424
322,lab,supervisor,gest_verb,follow-me,3,fused,5,5,lab,0.9999998518527132
