,scene,role,cmd_mode,cmd,scene_estimation_mode,n_audio_updates,n_visual_updates,scene_est,scene_conf
0,lab,supervisor,gest_verb,move-in-reverse,audio,1,0,lab,0.7858162930939988
1,lab,supervisor,gest_verb,move-in-reverse,fused,1,0,lab,0.7858162930939988
2,lab,supervisor,gest_verb,move-in-reverse,clip,1,1,lab,0.712391536344333
3,lab,supervisor,gest_verb,move-in-reverse,fused,1,1,lab,0.9612836897822011
4,lab,supervisor,gest_verb,move-in-reverse,audio,2,1,lab,0.8965504575486327
5,lab,supervisor,gest_verb,move-in-reverse,fused,2,1,lab,0.9830262420883511
6,lab,supervisor,gest_verb,move-in-reverse,audio,3,1,lab,0.8896648298181995
7,lab,supervisor,gest_verb,move-in-reverse,fused,3,1,lab,0.977132932796071
8,lab,supervisor,gest_verb,move-in-reverse,fused,3,2,lab,0.9987528391722313
9,lab,supervisor,gest_verb,move-in-reverse,clip,3,2,lab,0.9831591296892073
10,lab,supervisor,gest_verb,move-in-reverse,clip,3,3,lab,0.9990575547570202
11,lab,supervisor,gest_verb,move-in-reverse,fused,3,3,lab,0.9999314062966601
12,lab,supervisor,gest_verb,move-in-reverse,audio,4,3,lab,0.9893465196539142
13,lab,supervisor,gest_verb,move-in-reverse,fused,4,3,lab,0.9999926431614323
14,lab,supervisor,gest_verb,move-in-reverse,clip,4,4,lab,0.9999532744554048
15,lab,supervisor,gest_verb,move-in-reverse,fused,4,4,lab,0.9999996119450101
16,lab,supervisor,gest_verb,move-in-reverse,fused,5,4,lab,0.9999999544586898
17,lab,supervisor,gest_verb,move-in-reverse,audio,5,4,lab,0.9988110946279811
18,lab,supervisor,gest_verb,move-in-reverse,audio,6,4,lab,0.9997850613416956
19,lab,supervisor,gest_verb,move-in-reverse,fused,6,4,lab,0.9999999918938095
20,lab,supervisor,gest_verb,move-in-reverse,clip,6,5,lab,0.9999946289359781
21,lab,supervisor,gest_verb,move-in-reverse,fused,6,5,lab,0.9999999991651046
22,lab,supervisor,gest_verb,move-in-reverse,audio,7,5,lab,0.9995984145263399
23,lab,supervisor,gest_verb,move-in-reverse,fused,7,5,lab,0.9999999983855329
24,lab,supervisor,gest_verb,move-in-reverse,fused,7,6,lab,0.9999999997074369
25,lab,supervisor,gest_verb,move-in-reverse,clip,7,6,lab,0.9999991061666108
26,lab,supervisor,gest_verb,move-in-reverse,audio,8,6,lab,0.9998338144480253
27,lab,supervisor,gest_verb,move-in-reverse,fused,8,6,lab,0.999999999878689
28,lab,supervisor,gest_verb,move-in-reverse,clip,8,7,lab,0.9999999565112071
29,lab,supervisor,gest_verb,move-in-reverse,fused,8,7,lab,0.9999999999934689
30,lab,supervisor,gest_verb,move-in-reverse,audio,9,7,lab,0.9998166604311756
31,lab,supervisor,gest_verb,move-in-reverse,fused,9,7,lab,0.9999999999926829
32,lab,supervisor,gest_verb,move-in-reverse,clip,9,8,lab,0.9999999986262442
33,lab,supervisor,gest_verb,move-in-reverse,fused,9,8,lab,0.9999999999997657
34,lab,supervisor,gest_verb,move-in-reverse,audio,10,8,lab,0.999892554019292
35,lab,supervisor,gest_verb,move-in-reverse,fused,10,8,lab,0.9999999999998624
36,lab,supervisor,gest_verb,move-in-reverse,clip,10,9,lab,0.9999999999767591
37,lab,supervisor,gest_verb,move-in-reverse,fused,10,9,lab,0.9999999999999976
38,lab,supervisor,gest_verb,move-in-reverse,fused,11,9,lab,0.9999999999999998
39,lab,supervisor,gest_verb,move-in-reverse,audio,11,9,lab,0.9999859474347117
40,lab,supervisor,gest_verb,move-in-reverse,clip,11,10,lab,0.9999999999985749
41,lab,supervisor,gest_verb,move-in-reverse,fused,11,10,lab,1.0
42,lab,supervisor,gest_verb,move-in-reverse,audio,12,10,lab,0.9999943335799211
43,lab,supervisor,gest_verb,move-in-reverse,fused,12,10,lab,1.0
44,lab,supervisor,gest_verb,move-in-reverse,clip,12,11,lab,0.9999999999998763
45,lab,supervisor,gest_verb,move-in-reverse,fused,12,11,lab,1.0
46,lab,supervisor,gest_verb,move-in-reverse,audio,13,11,lab,0.9999991081519916
47,lab,supervisor,gest_verb,move-in-reverse,fused,13,11,lab,1.0
48,lab,supervisor,gest_verb,move-in-reverse,fused,13,12,lab,1.0
49,lab,supervisor,gest_verb,move-in-reverse,clip,13,12,lab,0.9999999999999927
50,lab,supervisor,gest_verb,move-in-reverse,fused,14,12,lab,1.0
51,lab,supervisor,gest_verb,move-in-reverse,audio,14,12,lab,0.9999999086262652
52,lab,supervisor,gest_verb,move-in-reverse,clip,14,13,lab,0.9999999999999998
53,lab,supervisor,gest_verb,move-in-reverse,fused,14,13,lab,1.0
54,lab,supervisor,gest_verb,move-in-reverse,audio,15,13,lab,0.9999999267749822
55,lab,supervisor,gest_verb,move-in-reverse,fused,15,13,lab,1.0
56,lab,supervisor,gest_verb,move-in-reverse,clip,15,14,lab,1.0
57,lab,supervisor,gest_verb,move-in-reverse,fused,15,14,lab,1.0
58,lab,supervisor,gest_verb,move-in-reverse,audio,16,14,lab,0.9999999915997677
59,lab,supervisor,gest_verb,move-in-reverse,fused,16,14,lab,1.0
60,lab,supervisor,gest_verb,move-in-reverse,clip,16,15,lab,1.0
61,lab,supervisor,gest_verb,move-in-reverse,fused,16,15,lab,1.0
62,lab,supervisor,gest_verb,move-in-reverse,audio,17,15,lab,0.9999999983606603
63,lab,supervisor,gest_verb,move-in-reverse,fused,17,15,lab,1.0
64,lab,supervisor,gest_verb,move-in-reverse,clip,17,16,lab,1.0
65,lab,supervisor,gest_verb,move-in-reverse,fused,17,16,lab,1.0
66,lab,supervisor,gest_verb,move-in-reverse,audio,18,16,lab,0.9999999997369442
67,lab,supervisor,gest_verb,move-in-reverse,fused,18,16,lab,1.0
68,lab,supervisor,gest_verb,move-in-reverse,clip,18,17,lab,1.0
69,lab,supervisor,gest_verb,move-in-reverse,fused,18,17,lab,1.0
70,lab,supervisor,gest_verb,move-in-reverse,audio,19,17,lab,0.9999999999569421
71,lab,supervisor,gest_verb,move-in-reverse,fused,19,17,lab,1.0
72,lab,supervisor,gest_verb,move-in-reverse,fused,19,18,lab,1.0
73,lab,supervisor,gest_verb,move-in-reverse,clip,19,18,lab,1.0
74,lab,supervisor,gest_verb,move-in-reverse,audio,20,18,lab,0.9999999999931832
75,lab,supervisor,gest_verb,move-in-reverse,fused,20,18,lab,1.0
76,lab,supervisor,gest_verb,move-in-reverse,audio,21,18,lab,0.9999999999963997
77,lab,supervisor,gest_verb,move-in-reverse,fused,21,18,lab,1.0
78,lab,supervisor,gest_verb,move-in-reverse,fused,21,19,lab,1.0
79,lab,supervisor,gest_verb,move-in-reverse,clip,21,19,lab,1.0
80,lab,supervisor,gest_verb,move-in-reverse,audio,22,19,lab,0.9999999999992738
81,lab,supervisor,gest_verb,move-in-reverse,fused,22,19,lab,1.0
82,lab,supervisor,gest_verb,move-in-reverse,fused,22,20,lab,1.0
83,lab,supervisor,gest_verb,move-in-reverse,clip,22,20,lab,1.0
84,lab,supervisor,gest_verb,move-in-reverse,clip,22,21,lab,1.0
85,lab,supervisor,gest_verb,move-in-reverse,fused,22,21,lab,1.0
86,lab,supervisor,gest_verb,move-in-reverse,audio,23,21,lab,0.9999999999999107
87,lab,supervisor,gest_verb,move-in-reverse,fused,23,21,lab,1.0
88,lab,supervisor,gest_verb,move-in-reverse,clip,23,22,lab,1.0
89,lab,supervisor,gest_verb,move-in-reverse,fused,23,22,lab,1.0
90,lab,supervisor,gest_verb,move-in-reverse,audio,24,22,lab,0.9999999999999825
91,lab,supervisor,gest_verb,move-in-reverse,fused,24,22,lab,1.0
92,lab,supervisor,gest_verb,move-in-reverse,clip,24,23,lab,1.0
93,lab,supervisor,gest_verb,move-in-reverse,fused,24,23,lab,1.0
94,lab,supervisor,gest_verb,move-in-reverse,audio,25,23,lab,0.999999999999998
95,lab,supervisor,gest_verb,move-in-reverse,fused,25,23,lab,1.0
96,lab,supervisor,gest_verb,move-in-reverse,clip,25,24,lab,1.0
97,lab,supervisor,gest_verb,move-in-reverse,fused,25,24,lab,1.0
98,lab,supervisor,gest_verb,move-in-reverse,fused,26,24,lab,1.0
99,lab,supervisor,gest_verb,move-in-reverse,audio,26,24,lab,0.9999999999999999
100,lab,supervisor,gest_verb,move-in-reverse,audio,27,24,lab,1.0
101,lab,supervisor,gest_verb,move-in-reverse,fused,27,24,lab,1.0
102,lab,supervisor,gest_verb,move-in-reverse,fused,27,25,lab,1.0
103,lab,supervisor,gest_verb,move-in-reverse,clip,27,25,lab,1.0
104,lab,supervisor,gest_verb,move-in-reverse,audio,28,25,lab,1.0
105,lab,supervisor,gest_verb,move-in-reverse,fused,28,25,lab,1.0
106,lab,supervisor,gest_verb,move-in-reverse,clip,28,26,lab,1.0
107,lab,supervisor,gest_verb,move-in-reverse,fused,28,26,lab,1.0
108,lab,supervisor,gest_verb,move-in-reverse,audio,29,26,lab,1.0
109,lab,supervisor,gest_verb,move-in-reverse,fused,29,26,lab,1.0
110,lab,supervisor,gest_verb,move-in-reverse,clip,29,27,lab,1.0
111,lab,supervisor,gest_verb,move-in-reverse,fused,29,27,lab,1.0
112,lab,supervisor,gest_verb,move-in-reverse,audio,30,27,lab,1.0
113,lab,supervisor,gest_verb,move-in-reverse,fused,30,27,lab,1.0
114,lab,supervisor,gest_verb,move-in-reverse,clip,30,28,lab,1.0
115,lab,supervisor,gest_verb,move-in-reverse,fused,30,28,lab,1.0
116,lab,supervisor,gest_verb,move-forward,audio,1,0,lab,0.8484823553151639
117,lab,supervisor,gest_verb,move-forward,fused,1,0,lab,0.8484823553151639
118,lab,supervisor,gest_verb,move-forward,audio,2,0,lab,0.9596742189089216
119,lab,supervisor,gest_verb,move-forward,fused,2,0,lab,0.9596742189089216
120,lab,supervisor,gest_verb,move-forward,fused,2,1,lab,0.9982560121399349
121,lab,supervisor,gest_verb,move-forward,clip,2,1,lab,0.8893822802218108
122,lab,supervisor,gest_verb,move-forward,clip,2,2,lab,0.9974840464805791
123,lab,supervisor,gest_verb,move-forward,fused,2,2,lab,0.999955551679637
124,lab,supervisor,gest_verb,move-forward,audio,3,2,lab,0.9900461711505137
125,lab,supervisor,gest_verb,move-forward,fused,3,2,lab,0.9999902803685563
126,lab,supervisor,gest_verb,move-forward,audio,4,2,lab,0.9988064313771783
127,lab,supervisor,gest_verb,move-forward,fused,4,2,lab,0.9999987243061769
128,lab,supervisor,gest_verb,move-forward,clip,4,3,lab,0.9998830502632498
129,lab,supervisor,gest_verb,move-forward,fused,4,3,lab,0.9999999290756998
130,lab,supervisor,gest_verb,move-forward,audio,5,3,lab,0.9971781600085798
131,lab,supervisor,gest_verb,move-forward,fused,5,3,lab,0.9999998197684807
132,lab,supervisor,gest_verb,move-forward,fused,5,4,lab,0.9999999961094862
133,lab,supervisor,gest_verb,move-forward,clip,5,4,lab,0.9999974805213424
134,lab,supervisor,gest_verb,move-forward,fused,6,4,lab,0.9999999777303742
135,lab,supervisor,gest_verb,move-forward,audio,6,4,lab,0.9845962897406434
136,lab,supervisor,gest_verb,move-forward,clip,6,5,lab,0.9999996744990567
137,lab,supervisor,gest_verb,move-forward,fused,6,5,lab,0.9999999970730878
138,lab,supervisor,gest_verb,move-forward,audio,7,5,lab,0.9774862053581077
139,lab,supervisor,gest_verb,move-forward,fused,7,5,lab,0.9999999956427793
140,lab,supervisor,gest_verb,move-forward,fused,7,6,lab,0.9999999997232565
141,lab,supervisor,gest_verb,move-forward,clip,7,6,lab,0.9999999797912038
142,lab,supervisor,gest_verb,move-forward,audio,8,6,lab,0.995891703952003
143,lab,supervisor,gest_verb,move-forward,fused,8,6,lab,0.9999999999497601
144,lab,supervisor,gest_verb,move-forward,clip,8,7,lab,0.9999999990254602
145,lab,supervisor,gest_verb,move-forward,fused,8,7,lab,0.9999999999970454
146,lab,supervisor,gest_verb,move-forward,fused,9,7,lab,0.9999999999988614
147,lab,supervisor,gest_verb,move-forward,audio,9,7,lab,0.9983956518729775
148,lab,supervisor,gest_verb,move-forward,fused,10,7,lab,0.9999999999997007
149,lab,supervisor,gest_verb,move-forward,audio,10,7,lab,0.999579371836525
150,lab,supervisor,gest_verb,move-forward,fused,10,8,lab,0.999999999999994
151,lab,supervisor,gest_verb,move-forward,clip,10,8,lab,0.9999999999818919
152,lab,supervisor,gest_verb,move-forward,clip,10,9,lab,0.9999999999993043
153,lab,supervisor,gest_verb,move-forward,fused,10,9,lab,0.9999999999999998
154,lab,supervisor,gest_verb,move-forward,audio,11,9,lab,0.9998333138101355
155,lab,supervisor,gest_verb,move-forward,fused,11,9,lab,0.9999999999999998
156,lab,supervisor,gest_verb,move-forward,clip,11,10,lab,0.9999999999999722
157,lab,supervisor,gest_verb,move-forward,fused,11,10,lab,1.0
158,lab,supervisor,gest_verb,move-forward,audio,12,10,lab,0.9999265613467647
159,lab,supervisor,gest_verb,move-forward,fused,12,10,lab,1.0
160,lab,supervisor,gest_verb,move-forward,clip,12,11,lab,0.9999999999999979
161,lab,supervisor,gest_verb,move-forward,fused,12,11,lab,1.0
162,lab,supervisor,gest_verb,move-forward,clip,12,12,lab,1.0
163,lab,supervisor,gest_verb,move-forward,fused,12,12,lab,1.0
164,lab,supervisor,gest_verb,move-forward,fused,13,12,lab,1.0
165,lab,supervisor,gest_verb,move-forward,audio,13,12,lab,0.9999591983399647
166,lab,supervisor,gest_verb,move-forward,clip,13,13,lab,1.0
167,lab,supervisor,gest_verb,move-forward,fused,13,13,lab,1.0
168,lab,supervisor,gest_verb,move-forward,audio,14,13,lab,0.9999865041458601
169,lab,supervisor,gest_verb,move-forward,fused,14,13,lab,1.0
170,lab,supervisor,gest_verb,move-forward,clip,14,14,lab,1.0
171,lab,supervisor,gest_verb,move-forward,fused,14,14,lab,1.0
172,lab,supervisor,gest_verb,move-forward,audio,15,14,lab,0.999984082397163
173,lab,supervisor,gest_verb,move-forward,fused,15,14,lab,1.0
174,lab,supervisor,gest_verb,move-forward,fused,15,15,lab,1.0
175,lab,supervisor,gest_verb,move-forward,clip,15,15,lab,1.0
176,lab,supervisor,gest_verb,move-forward,fused,16,15,lab,1.0
177,lab,supervisor,gest_verb,move-forward,audio,16,15,lab,0.9999901903982604
178,lab,supervisor,gest_verb,move-forward,clip,16,16,lab,1.0
179,lab,supervisor,gest_verb,move-forward,fused,16,16,lab,1.0
180,lab,supervisor,gest_verb,move-forward,audio,17,16,lab,0.9999977436651442
181,lab,supervisor,gest_verb,move-forward,fused,17,16,lab,1.0
182,lab,supervisor,gest_verb,move-forward,clip,17,17,lab,1.0
183,lab,supervisor,gest_verb,move-forward,fused,17,17,lab,1.0
184,lab,supervisor,gest_verb,move-forward,clip,17,18,lab,1.0
185,lab,supervisor,gest_verb,move-forward,fused,17,18,lab,1.0
186,lab,supervisor,gest_verb,move-forward,audio,18,18,lab,0.9999997694272861
187,lab,supervisor,gest_verb,move-forward,fused,18,18,lab,1.0
188,lab,supervisor,gest_verb,move-forward,clip,18,19,lab,1.0
189,lab,supervisor,gest_verb,move-forward,fused,18,19,lab,1.0
190,lab,supervisor,gest_verb,move-forward,audio,19,19,lab,0.9999998343051288
191,lab,supervisor,gest_verb,move-forward,fused,19,19,lab,1.0
192,lab,supervisor,gest_verb,move-forward,clip,19,20,lab,1.0
193,lab,supervisor,gest_verb,move-forward,fused,19,20,lab,1.0
194,lab,supervisor,gest_verb,move-forward,audio,20,20,lab,0.9999999538172786
195,lab,supervisor,gest_verb,move-forward,fused,20,20,lab,1.0
196,lab,supervisor,gest_verb,move-forward,clip,20,21,lab,1.0
197,lab,supervisor,gest_verb,move-forward,fused,20,21,lab,1.0
198,lab,supervisor,gest_verb,move-forward,audio,21,21,lab,0.9999999937184012
199,lab,supervisor,gest_verb,move-forward,fused,21,21,lab,1.0
200,lab,supervisor,gest_verb,move-forward,clip,21,22,lab,1.0
201,lab,supervisor,gest_verb,move-forward,fused,21,22,lab,1.0
202,lab,supervisor,gest_verb,move-forward,audio,22,22,lab,0.9999999991612065
203,lab,supervisor,gest_verb,move-forward,fused,22,22,lab,1.0
204,lab,supervisor,gest_verb,move-forward,audio,23,22,lab,0.9999999994039025
205,lab,supervisor,gest_verb,move-forward,fused,23,22,lab,1.0
206,lab,supervisor,gest_verb,move-forward,clip,23,23,lab,1.0
207,lab,supervisor,gest_verb,move-forward,fused,23,23,lab,1.0
208,lab,supervisor,gest_verb,move-forward,clip,23,24,lab,1.0
209,lab,supervisor,gest_verb,move-forward,fused,23,24,lab,1.0
210,lab,supervisor,gest_verb,move-forward,audio,24,24,lab,0.9999999999141038
211,lab,supervisor,gest_verb,move-forward,fused,24,24,lab,1.0
212,lab,supervisor,gest_verb,move-forward,clip,24,25,lab,1.0
213,lab,supervisor,gest_verb,move-forward,fused,24,25,lab,1.0
214,lab,supervisor,gest_verb,move-forward,audio,25,25,lab,0.9999999999875478
215,lab,supervisor,gest_verb,move-forward,fused,25,25,lab,1.0
216,lab,supervisor,gest_verb,move-forward,clip,25,26,lab,1.0
217,lab,supervisor,gest_verb,move-forward,fused,25,26,lab,1.0
218,lab,supervisor,gest_verb,move-forward,audio,26,26,lab,0.9999999999947479
219,lab,supervisor,gest_verb,move-forward,fused,26,26,lab,1.0
220,lab,supervisor,gest_verb,move-forward,fused,26,27,lab,1.0
221,lab,supervisor,gest_verb,move-forward,clip,26,27,lab,1.0
222,lab,supervisor,gest_verb,follow-me,audio,1,0,campus,0.3925088930911383
223,lab,supervisor,gest_verb,follow-me,fused,1,0,campus,0.3925088930911383
224,lab,supervisor,gest_verb,follow-me,clip,1,1,lab,0.6994877359538269
225,lab,supervisor,gest_verb,follow-me,fused,1,1,lab,0.7307521022342289
226,lab,supervisor,gest_verb,follow-me,audio,2,1,lab,0.846529980331729
227,lab,supervisor,gest_verb,follow-me,fused,2,1,lab,0.9739034181816136
228,lab,supervisor,gest_verb,follow-me,fused,3,1,lab,0.9971682393544998
229,lab,supervisor,gest_verb,follow-me,audio,3,1,lab,0.9811586179714502
230,lab,supervisor,gest_verb,follow-me,fused,3,2,lab,0.9999575116888867
231,lab,supervisor,gest_verb,follow-me,clip,3,2,lab,0.9917884544423113
232,lab,supervisor,gest_verb,follow-me,fused,4,2,lab,0.9999666024779971
233,lab,supervisor,gest_verb,follow-me,audio,4,2,lab,0.9842263045707003
234,lab,supervisor,gest_verb,follow-me,clip,4,3,lab,0.9990377183193986
235,lab,supervisor,gest_verb,follow-me,fused,4,3,lab,0.9999964709343577
236,lab,supervisor,gest_verb,follow-me,audio,5,3,lab,0.9977425886821971
237,lab,supervisor,gest_verb,follow-me,fused,5,3,lab,0.9999994685493669
238,lab,supervisor,gest_verb,follow-me,clip,5,4,lab,0.9999739545110323
239,lab,supervisor,gest_verb,follow-me,fused,5,4,lab,0.9999999886833275
240,lab,supervisor,gest_verb,follow-me,audio,6,4,lab,0.9998710994627601
241,lab,supervisor,gest_verb,follow-me,fused,6,4,lab,0.9999999990432352
242,lab,supervisor,gest_verb,follow-me,fused,6,5,lab,0.9999999999309
243,lab,supervisor,gest_verb,follow-me,clip,6,5,lab,0.999998064581754
244,lab,supervisor,gest_verb,follow-me,audio,7,5,lab,0.9999941930731948
245,lab,supervisor,gest_verb,follow-me,fused,7,5,lab,0.999999999994237
246,lab,supervisor,gest_verb,follow-me,clip,7,6,lab,0.9999997230068917
247,lab,supervisor,gest_verb,follow-me,fused,7,6,lab,0.9999999999991996
248,lab,supervisor,gest_verb,follow-me,audio,8,6,lab,0.9999992134647172
249,lab,supervisor,gest_verb,follow-me,fused,8,6,lab,0.999999999999868
250,lab,supervisor,gest_verb,follow-me,clip,8,7,lab,0.999999986659385
251,lab,supervisor,gest_verb,follow-me,fused,8,7,lab,0.9999999999999932
252,lab,supervisor,gest_verb,follow-me,audio,9,7,lab,0.9999999267278907
253,lab,supervisor,gest_verb,follow-me,fused,9,7,lab,0.9999999999999993
254,lab,supervisor,gest_verb,follow-me,clip,9,8,lab,0.9999999988280677
255,lab,supervisor,gest_verb,follow-me,fused,9,8,lab,1.0
256,lab,supervisor,gest_verb,follow-me,audio,10,8,lab,0.9999999662148938
257,lab,supervisor,gest_verb,follow-me,fused,10,8,lab,1.0
258,lab,supervisor,gest_verb,follow-me,clip,10,9,lab,0.999999999903559
259,lab,supervisor,gest_verb,follow-me,fused,10,9,lab,1.0
260,lab,supervisor,gest_verb,follow-me,fused,11,9,lab,1.0
261,lab,supervisor,gest_verb,follow-me,audio,11,9,lab,0.9999999936621846
262,lab,supervisor,gest_verb,follow-me,clip,11,10,lab,0.9999999999856645
263,lab,supervisor,gest_verb,follow-me,fused,11,10,lab,1.0
264,lab,supervisor,gest_verb,follow-me,fused,12,10,lab,1.0
265,lab,supervisor,gest_verb,follow-me,audio,12,10,lab,0.9999999973338044
266,lab,supervisor,gest_verb,follow-me,clip,12,11,lab,0.9999999999962138
267,lab,supervisor,gest_verb,follow-me,fused,12,11,lab,1.0
268,lab,supervisor,gest_verb,follow-me,fused,13,11,lab,1.0
269,lab,supervisor,gest_verb,follow-me,audio,13,11,lab,0.9999999997168618
270,lab,supervisor,gest_verb,follow-me,clip,13,12,lab,0.9999999999998821
271,lab,supervisor,gest_verb,follow-me,fused,13,12,lab,1.0
272,lab,supervisor,gest_verb,follow-me,fused,14,12,lab,1.0
273,lab,supervisor,gest_verb,follow-me,audio,14,12,lab,0.9999999999609499
274,lab,supervisor,gest_verb,follow-me,clip,14,13,lab,0.9999999999999982
275,lab,supervisor,gest_verb,follow-me,fused,14,13,lab,1.0
276,lab,supervisor,gest_verb,follow-me,audio,15,13,lab,0.9999999999912331
277,lab,supervisor,gest_verb,follow-me,fused,15,13,lab,1.0
278,lab,supervisor,gest_verb,follow-me,fused,15,14,lab,1.0
279,lab,supervisor,gest_verb,follow-me,clip,15,14,lab,0.9999999999999999
280,lab,supervisor,gest_verb,follow-me,fused,16,14,lab,1.0
281,lab,supervisor,gest_verb,follow-me,audio,16,14,lab,0.9999999999990289
282,lab,supervisor,gest_verb,follow-me,clip,16,15,lab,1.0
283,lab,supervisor,gest_verb,follow-me,fused,16,15,lab,1.0
284,lab,supervisor,gest_verb,follow-me,fused,17,15,lab,1.0
285,lab,supervisor,gest_verb,follow-me,audio,17,15,lab,0.999999999999805
286,lab,supervisor,gest_verb,follow-me,audio,18,15,lab,0.9999999999999715
287,lab,supervisor,gest_verb,follow-me,fused,18,15,lab,1.0
288,lab,supervisor,gest_verb,follow-me,clip,18,16,lab,1.0
289,lab,supervisor,gest_verb,follow-me,fused,18,16,lab,1.0
290,lab,supervisor,gest_verb,follow-me,audio,19,16,lab,0.9999999999999954
291,lab,supervisor,gest_verb,follow-me,fused,19,16,lab,1.0
292,lab,supervisor,gest_verb,follow-me,fused,19,17,lab,1.0
293,lab,supervisor,gest_verb,follow-me,clip,19,17,lab,1.0
294,lab,supervisor,gest_verb,follow-me,audio,20,17,lab,0.999999999999999
295,lab,supervisor,gest_verb,follow-me,fused,20,17,lab,1.0
296,lab,supervisor,gest_verb,follow-me,fused,20,18,lab,1.0
297,lab,supervisor,gest_verb,follow-me,clip,20,18,lab,1.0
298,lab,supervisor,gest_verb,follow-me,audio,21,18,lab,0.9999999999999998
299,lab,supervisor,gest_verb,follow-me,fused,21,18,lab,1.0
300,lab,supervisor,gest_verb,follow-me,clip,21,19,lab,1.0
301,lab,supervisor,gest_verb,follow-me,fused,21,19,lab,1.0
302,lab,supervisor,gest_verb,follow-me,audio,22,19,lab,1.0
303,lab,supervisor,gest_verb,follow-me,fused,22,19,lab,1.0
304,lab,supervisor,gest_verb,follow-me,clip,22,20,lab,1.0
305,lab,supervisor,gest_verb,follow-me,fused,22,20,lab,1.0
306,lab,supervisor,gest_verb,follow-me,audio,23,20,lab,1.0
307,lab,supervisor,gest_verb,follow-me,fused,23,20,lab,1.0
308,lab,supervisor,gest_verb,follow-me,fused,23,21,lab,1.0
309,lab,supervisor,gest_verb,follow-me,clip,23,21,lab,1.0
310,lab,supervisor,gest_verb,follow-me,audio,24,21,lab,1.0
311,lab,supervisor,gest_verb,follow-me,fused,24,21,lab,1.0
312,lab,supervisor,gest_verb,follow-me,fused,24,22,lab,1.0
313,lab,supervisor,gest_verb,follow-me,clip,24,22,lab,1.0
314,lab,supervisor,gest_verb,follow-me,audio,25,22,lab,1.0
315,lab,supervisor,gest_verb,follow-me,fused,25,22,lab,1.0
316,lab,supervisor,gest_verb,follow-me,fused,25,23,lab,1.0
317,lab,supervisor,gest_verb,follow-me,clip,25,23,lab,1.0
318,lab,supervisor,gest_verb,follow-me,audio,26,23,lab,1.0
319,lab,supervisor,gest_verb,follow-me,fused,26,23,lab,1.0
320,lab,supervisor,gest_verb,follow-me,fused,26,24,lab,1.0
321,lab,supervisor,gest_verb,follow-me,clip,26,24,lab,1.0
322,lab,supervisor,gest_verb,follow-me,audio,27,24,lab,1.0
323,lab,supervisor,gest_verb,follow-me,fused,27,24,lab,1.0
324,lab,supervisor,gest_verb,follow-me,fused,27,25,lab,1.0
325,lab,supervisor,gest_verb,follow-me,clip,27,25,lab,1.0
326,lab,supervisor,gest_verb,follow-me,audio,28,25,lab,1.0
327,lab,supervisor,gest_verb,follow-me,fused,28,25,lab,1.0
328,lab,supervisor,gest_verb,follow-me,clip,28,26,lab,1.0
329,lab,supervisor,gest_verb,follow-me,fused,28,26,lab,1.0
330,lab,supervisor,gest_verb,follow-me,audio,29,26,lab,1.0
331,lab,supervisor,gest_verb,follow-me,fused,29,26,lab,1.0
332,lab,supervisor,gest_verb,follow-me,fused,29,27,lab,1.0
333,lab,supervisor,gest_verb,follow-me,clip,29,27,lab,1.0
334,lab,supervisor,gest_verb,follow-me,audio,30,27,lab,1.0
335,lab,supervisor,gest_verb,follow-me,fused,30,27,lab,1.0
336,lab,supervisor,gest_verb,follow-me,clip,30,28,lab,1.0
337,lab,supervisor,gest_verb,follow-me,fused,30,28,lab,1.0
338,lab,supervisor,gest_verb,rally,audio,1,0,lab,0.45175910441242495
339,lab,supervisor,gest_verb,rally,fused,1,0,lab,0.45175910441242495
340,lab,supervisor,gest_verb,rally,audio,2,0,lab,0.7262803499970353
341,lab,supervisor,gest_verb,rally,fused,2,0,lab,0.7262803499970353
342,lab,supervisor,gest_verb,rally,fused,2,1,lab,0.8859667713109036
343,lab,supervisor,gest_verb,rally,clip,2,1,lab,0.4398894558248981
344,lab,supervisor,gest_verb,rally,audio,3,1,lab,0.8552144533100065
345,lab,supervisor,gest_verb,rally,fused,3,1,lab,0.938837596996233
346,lab,supervisor,gest_verb,rally,clip,3,2,lab,0.9533366086582318
347,lab,supervisor,gest_verb,rally,fused,3,2,lab,0.9973293567619066
348,lab,supervisor,gest_verb,rally,clip,3,3,lab,0.9978834882100945
349,lab,supervisor,gest_verb,rally,fused,3,3,lab,0.9998734027482671
350,lab,supervisor,gest_verb,rally,fused,4,3,lab,0.9999649572691935
351,lab,supervisor,gest_verb,rally,audio,4,3,lab,0.9577452447695677
352,lab,supervisor,gest_verb,rally,audio,5,3,lab,0.9547039577275461
353,lab,supervisor,gest_verb,rally,fused,5,3,lab,0.9999598211322905
354,lab,supervisor,gest_verb,rally,fused,5,4,lab,0.9999959983072939
355,lab,supervisor,gest_verb,rally,clip,5,4,lab,0.9998166340006744
356,lab,supervisor,gest_verb,rally,clip,5,5,lab,0.9999702745935878
357,lab,supervisor,gest_verb,rally,fused,5,5,lab,0.9999992207420096
358,lab,supervisor,gest_verb,rally,audio,6,5,lab,0.9930372022472914
359,lab,supervisor,gest_verb,rally,fused,6,5,lab,0.9999998689406319
360,lab,supervisor,gest_verb,rally,clip,6,6,lab,0.9999944685180234
361,lab,supervisor,gest_verb,rally,fused,6,6,lab,0.9999999733804275
362,lab,supervisor,gest_verb,rally,audio,7,6,lab,0.9980275041157465
