,scene,role,cmd_mode,cmd,scene_estimation_mode,n_audio_updates,n_visual_updates,scene_est,scene_conf
8880,lab,teammate,gesture,move-in-reverse,fused,10,8,lab,0.9999999999999999
8881,lab,teammate,gesture,move-in-reverse,audio,10,8,lab,0.9999999991320101
8882,lab,teammate,gesture,move-in-reverse,clip,10,9,lab,0.9999988440868408
8883,lab,teammate,gesture,move-in-reverse,fused,10,9,lab,1.0
8884,lab,teammate,gesture,move-in-reverse,audio,11,9,lab,0.9999999998785756
8885,lab,teammate,gesture,move-in-reverse,fused,11,9,lab,1.0
8886,lab,teammate,gesture,move-in-reverse,fused,11,10,lab,1.0
8887,lab,teammate,gesture,move-in-reverse,clip,11,10,lab,0.9999994838671398
8888,lab,teammate,gesture,move-in-reverse,audio,12,10,lab,0.999999999987466
8889,lab,teammate,gesture,move-in-reverse,fused,12,10,lab,1.0
8890,lab,teammate,gesture,move-in-reverse,clip,12,11,lab,0.9999998491178848
8891,lab,teammate,gesture,move-in-reverse,fused,12,11,lab,1.0
8892,lab,teammate,gesture,move-in-reverse,audio,13,11,lab,0.9999999999987542
8893,lab,teammate,gesture,move-in-reverse,fused,13,11,lab,1.0
8894,lab,teammate,gesture,move-in-reverse,clip,13,12,lab,0.999999973565096
8895,lab,teammate,gesture,move-in-reverse,fused,13,12,lab,1.0
8896,lab,teammate,gesture,move-in-reverse,audio,14,12,lab,0.9999999999998265
8897,lab,teammate,gesture,move-in-reverse,fused,14,12,lab,1.0
8898,lab,teammate,gesture,move-in-reverse,fused,14,13,lab,1.0
8899,lab,teammate,gesture,move-in-reverse,clip,14,13,lab,0.9999999943710118
8900,lab,teammate,gesture,move-in-reverse,audio,15,13,lab,0.9999999999999707
8901,lab,teammate,gesture,move-in-reverse,fused,15,13,lab,1.0
8902,lab,teammate,gesture,move-in-reverse,clip,15,14,lab,0.999999998105596
8903,lab,teammate,gesture,move-in-reverse,fused,15,14,lab,1.0
8904,lab,teammate,gesture,move-in-reverse,audio,16,14,lab,0.9999999999999958
8905,lab,teammate,gesture,move-in-reverse,fused,16,14,lab,1.0
8906,lab,teammate,gesture,move-in-reverse,clip,16,15,lab,0.9999999996377853
8907,lab,teammate,gesture,move-in-reverse,fused,16,15,lab,1.0
8908,lab,teammate,gesture,move-in-reverse,audio,17,15,lab,0.9999999999999993
8909,lab,teammate,gesture,move-in-reverse,fused,17,15,lab,1.0
8910,lab,teammate,gesture,move-in-reverse,fused,17,16,lab,1.0
8911,lab,teammate,gesture,move-in-reverse,clip,17,16,lab,0.999999999878004
8912,lab,teammate,gesture,move-in-reverse,fused,18,16,lab,1.0
8913,lab,teammate,gesture,move-in-reverse,audio,18,16,lab,0.9999999999999999
8914,lab,teammate,gesture,move-in-reverse,clip,18,17,lab,0.9999999999747696
8915,lab,teammate,gesture,move-in-reverse,fused,18,17,lab,1.0
8916,lab,teammate,gesture,move-in-reverse,audio,19,17,lab,1.0
8917,lab,teammate,gesture,move-in-reverse,fused,19,17,lab,1.0
8918,lab,teammate,gesture,move-in-reverse,clip,19,18,lab,0.999999999993817
8919,lab,teammate,gesture,move-in-reverse,fused,19,18,lab,1.0
8920,lab,teammate,gesture,move-in-reverse,audio,20,18,lab,1.0
8921,lab,teammate,gesture,move-in-reverse,fused,20,18,lab,1.0
8922,lab,teammate,gesture,move-in-reverse,clip,20,19,lab,0.999999999999862
8923,lab,teammate,gesture,move-in-reverse,fused,20,19,lab,1.0
8924,lab,teammate,gesture,move-in-reverse,audio,21,19,lab,1.0
8925,lab,teammate,gesture,move-in-reverse,fused,21,19,lab,1.0
8926,lab,teammate,gesture,move-in-reverse,clip,21,20,lab,0.9999999999999919
8927,lab,teammate,gesture,move-in-reverse,fused,21,20,lab,1.0
8928,lab,teammate,gesture,move-in-reverse,fused,22,20,lab,1.0
8929,lab,teammate,gesture,move-in-reverse,audio,22,20,lab,1.0
8930,lab,teammate,gesture,move-in-reverse,clip,22,21,lab,0.9999999999999998
8931,lab,teammate,gesture,move-in-reverse,fused,22,21,lab,1.0
8932,lab,teammate,gesture,move-in-reverse,audio,23,21,lab,1.0
8933,lab,teammate,gesture,move-in-reverse,fused,23,21,lab,1.0
8934,lab,teammate,gesture,move-in-reverse,clip,23,22,lab,1.0
8935,lab,teammate,gesture,move-in-reverse,fused,23,22,lab,1.0
8936,lab,teammate,gesture,move-in-reverse,fused,24,22,lab,1.0
8937,lab,teammate,gesture,move-in-reverse,audio,24,22,lab,1.0
8938,lab,teammate,gesture,move-in-reverse,fused,24,23,lab,1.0
8939,lab,teammate,gesture,move-in-reverse,clip,24,23,lab,1.0
8940,lab,teammate,gesture,move-in-reverse,audio,25,23,lab,1.0
8941,lab,teammate,gesture,move-in-reverse,fused,25,23,lab,1.0
8942,lab,teammate,gesture,move-in-reverse,clip,25,24,lab,1.0
8943,lab,teammate,gesture,move-in-reverse,fused,25,24,lab,1.0
8944,lab,teammate,gesture,move-in-reverse,audio,26,24,lab,1.0
8945,lab,teammate,gesture,move-in-reverse,fused,26,24,lab,1.0
8946,lab,teammate,gesture,move-in-reverse,fused,27,24,lab,1.0
8947,lab,teammate,gesture,move-in-reverse,audio,27,24,lab,1.0
8948,lab,teammate,gesture,move-in-reverse,clip,27,25,lab,1.0
8949,lab,teammate,gesture,move-in-reverse,fused,27,25,lab,1.0
8950,lab,teammate,gesture,move-in-reverse,fused,28,25,lab,1.0
8951,lab,teammate,gesture,move-in-reverse,audio,28,25,lab,1.0
8952,lab,teammate,gesture,move-in-reverse,fused,28,26,lab,1.0
8953,lab,teammate,gesture,move-in-reverse,clip,28,26,lab,1.0
8954,lab,teammate,gesture,move-in-reverse,audio,29,26,lab,1.0
8955,lab,teammate,gesture,move-in-reverse,fused,29,26,lab,1.0
8956,lab,teammate,gesture,move-in-reverse,clip,29,27,lab,1.0
8957,lab,teammate,gesture,move-in-reverse,fused,29,27,lab,1.0
8958,lab,teammate,gesture,move-in-reverse,audio,30,27,lab,1.0
8959,lab,teammate,gesture,move-in-reverse,fused,30,27,lab,1.0
8960,lab,teammate,gesture,move-in-reverse,clip,30,28,lab,1.0
8961,lab,teammate,gesture,move-in-reverse,fused,30,28,lab,1.0
8962,lab,teammate,gesture,move-forward,fused,1,0,lab,0.8082518748960598
8963,lab,teammate,gesture,move-forward,audio,1,0,lab,0.8082518748960598
8964,lab,teammate,gesture,move-forward,audio,2,1,lab,0.9863867736628654
8965,lab,teammate,gesture,move-forward,clip,2,1,lab,0.7207047990281925
8966,lab,teammate,gesture,move-forward,fused,2,1,lab,0.9706856776578553
8967,lab,teammate,gesture,move-forward,fused,2,1,lab,0.9983319989109068
8968,lab,teammate,gesture,move-forward,audio,3,1,lab,0.9967097945792336
8969,lab,teammate,gesture,move-forward,fused,3,1,lab,0.9995990129800316
8970,lab,teammate,gesture,move-forward,clip,3,2,lab,0.9050856787010232
8971,lab,teammate,gesture,move-forward,fused,3,2,lab,0.9999064139146603
8972,lab,teammate,gesture,move-forward,audio,4,2,lab,0.9996615446931517
8973,lab,teammate,gesture,move-forward,fused,4,2,lab,0.999990876033277
8974,lab,teammate,gesture,move-forward,clip,4,3,lab,0.977630449193097
8975,lab,teammate,gesture,move-forward,fused,4,3,lab,0.9999984158451892
8976,lab,teammate,gesture,move-forward,audio,5,3,lab,0.9998292934233174
8977,lab,teammate,gesture,move-forward,fused,5,3,lab,0.9999992817614795
8978,lab,teammate,gesture,move-forward,clip,5,4,lab,0.9891420639506504
8979,lab,teammate,gesture,move-forward,fused,5,4,lab,0.999999739546844
8980,lab,teammate,gesture,move-forward,audio,6,4,lab,0.9999823464120544
8981,lab,teammate,gesture,move-forward,fused,6,4,lab,0.9999999798521718
8982,lab,teammate,gesture,move-forward,clip,6,5,lab,0.9976308549986451
8983,lab,teammate,gesture,move-forward,fused,6,5,lab,0.9999999959452991
8984,lab,teammate,gesture,move-forward,audio,7,5,lab,0.9999981156906755
8985,lab,teammate,gesture,move-forward,fused,7,5,lab,0.9999999996083129
8986,lab,teammate,gesture,move-forward,clip,7,6,lab,0.9996662281430665
8987,lab,teammate,gesture,move-forward,fused,7,6,lab,0.9999999999304114
8988,lab,teammate,gesture,move-forward,audio,8,6,lab,0.9999995653401762
8989,lab,teammate,gesture,move-forward,fused,8,6,lab,0.9999999999812117
8990,lab,teammate,gesture,move-forward,fused,8,7,lab,0.9999999999964674
8991,lab,teammate,gesture,move-forward,clip,8,7,lab,0.9999270939308667
8992,lab,teammate,gesture,move-forward,audio,9,7,lab,0.999999902567494
8993,lab,teammate,gesture,move-forward,fused,9,7,lab,0.9999999999993237
8994,lab,teammate,gesture,move-forward,clip,9,8,lab,0.9999835108442643
8995,lab,teammate,gesture,move-forward,fused,9,8,lab,0.999999999999919
8996,lab,teammate,gesture,move-forward,audio,10,8,lab,0.9999999813840645
8997,lab,teammate,gesture,move-forward,fused,10,8,lab,0.9999999999999841
8998,lab,teammate,gesture,move-forward,clip,10,9,lab,0.9999988275695143
8999,lab,teammate,gesture,move-forward,fused,10,9,lab,0.9999999999999992
9000,lab,teammate,gesture,move-forward,audio,11,9,lab,0.9999999980919806
9001,lab,teammate,gesture,move-forward,fused,11,9,lab,1.0
9002,lab,teammate,gesture,move-forward,clip,11,10,lab,0.9999998610086877
9003,lab,teammate,gesture,move-forward,fused,11,10,lab,1.0
9004,lab,teammate,gesture,move-forward,audio,12,10,lab,0.9999999998135404
9005,lab,teammate,gesture,move-forward,fused,12,10,lab,1.0
9006,lab,teammate,gesture,move-forward,fused,12,11,lab,1.0
9007,lab,teammate,gesture,move-forward,clip,12,11,lab,0.9999999818371916
9008,lab,teammate,gesture,move-forward,audio,13,11,lab,0.999999999979885
9009,lab,teammate,gesture,move-forward,fused,13,11,lab,1.0
9010,lab,teammate,gesture,move-forward,fused,13,12,lab,1.0
9011,lab,teammate,gesture,move-forward,clip,13,12,lab,0.9999999955593317
9012,lab,teammate,gesture,move-forward,audio,14,12,lab,0.9999999999980773
9013,lab,teammate,gesture,move-forward,fused,14,12,lab,1.0
9014,lab,teammate,gesture,move-forward,clip,14,13,lab,0.9999999986149272
9015,lab,teammate,gesture,move-forward,fused,14,13,lab,1.0
9016,lab,teammate,gesture,move-forward,fused,15,13,lab,1.0
9017,lab,teammate,gesture,move-forward,audio,15,13,lab,0.9999999999998085
9018,lab,teammate,gesture,move-forward,clip,15,14,lab,0.9999999996194409
9019,lab,teammate,gesture,move-forward,fused,15,14,lab,1.0
9020,lab,teammate,gesture,move-forward,audio,16,14,lab,0.9999999999999816
9021,lab,teammate,gesture,move-forward,fused,16,14,lab,1.0
9022,lab,teammate,gesture,move-forward,clip,16,15,lab,0.9999999999518011
9023,lab,teammate,gesture,move-forward,fused,16,15,lab,1.0
9024,lab,teammate,gesture,move-forward,fused,17,15,lab,1.0
9025,lab,teammate,gesture,move-forward,audio,17,15,lab,0.9999999999999977
9026,lab,teammate,gesture,move-forward,clip,17,16,lab,0.9999999999931162
9027,lab,teammate,gesture,move-forward,fused,17,16,lab,1.0
9028,lab,teammate,gesture,move-forward,fused,18,16,lab,1.0
9029,lab,teammate,gesture,move-forward,audio,18,16,lab,0.9999999999999996
9030,lab,teammate,gesture,move-forward,audio,19,16,lab,1.0
9031,lab,teammate,gesture,move-forward,fused,19,16,lab,1.0
9032,lab,teammate,gesture,move-forward,clip,19,17,lab,0.999999999998959
9033,lab,teammate,gesture,move-forward,fused,19,17,lab,1.0
9034,lab,teammate,gesture,move-forward,audio,20,17,lab,1.0
9035,lab,teammate,gesture,move-forward,fused,20,17,lab,1.0
9036,lab,teammate,gesture,move-forward,clip,20,18,lab,0.9999999999996501
9037,lab,teammate,gesture,move-forward,fused,20,18,lab,1.0
9038,lab,teammate,gesture,move-forward,audio,21,18,lab,1.0
9039,lab,teammate,gesture,move-forward,fused,21,18,lab,1.0
9040,lab,teammate,gesture,move-forward,fused,21,19,lab,1.0
9041,lab,teammate,gesture,move-forward,clip,21,19,lab,0.999999999999937
9042,lab,teammate,gesture,move-forward,audio,22,19,lab,1.0
9043,lab,teammate,gesture,move-forward,fused,22,19,lab,1.0
9044,lab,teammate,gesture,move-forward,clip,22,20,lab,0.9999999999999899
9045,lab,teammate,gesture,move-forward,fused,22,20,lab,1.0
9046,lab,teammate,gesture,move-forward,audio,23,20,lab,1.0
9047,lab,teammate,gesture,move-forward,fused,23,20,lab,1.0
9048,lab,teammate,gesture,move-forward,fused,23,21,lab,1.0
9049,lab,teammate,gesture,move-forward,clip,23,21,lab,0.9999999999999993
9050,lab,teammate,gesture,move-forward,audio,24,21,lab,1.0
9051,lab,teammate,gesture,move-forward,fused,24,21,lab,1.0
9052,lab,teammate,gesture,move-forward,clip,24,22,lab,0.9999999999999999
9053,lab,teammate,gesture,move-forward,fused,24,22,lab,1.0
9054,lab,teammate,gesture,move-forward,audio,25,22,lab,1.0
9055,lab,teammate,gesture,move-forward,fused,25,22,lab,1.0
9056,lab,teammate,gesture,move-forward,fused,25,23,lab,1.0
9057,lab,teammate,gesture,move-forward,clip,25,23,lab,1.0
9058,lab,teammate,gesture,move-forward,audio,26,23,lab,1.0
9059,lab,teammate,gesture,move-forward,fused,26,23,lab,1.0
9060,lab,teammate,gesture,move-forward,clip,26,24,lab,1.0
9061,lab,teammate,gesture,move-forward,fused,26,24,lab,1.0
9062,lab,teammate,gesture,move-forward,audio,27,24,lab,1.0
9063,lab,teammate,gesture,move-forward,fused,27,24,lab,1.0
9064,lab,teammate,gesture,move-forward,clip,27,25,lab,1.0
9065,lab,teammate,gesture,move-forward,fused,27,25,lab,1.0
9066,lab,teammate,gesture,move-forward,audio,28,25,lab,1.0
9067,lab,teammate,gesture,move-forward,fused,28,25,lab,1.0
9068,lab,teammate,gesture,move-forward,clip,28,26,lab,1.0
9069,lab,teammate,gesture,move-forward,fused,28,26,lab,1.0
9070,lab,teammate,gesture,move-forward,audio,29,26,lab,1.0
9071,lab,teammate,gesture,move-forward,fused,29,26,lab,1.0
9072,lab,teammate,gesture,move-forward,clip,29,27,lab,1.0
9073,lab,teammate,gesture,move-forward,fused,29,27,lab,1.0
9074,lab,teammate,gesture,move-forward,fused,30,27,lab,1.0
9075,lab,teammate,gesture,move-forward,audio,30,27,lab,1.0
9076,lab,teammate,gesture,move-forward,clip,30,28,lab,1.0
9077,lab,teammate,gesture,move-forward,fused,30,28,lab,1.0
9078,lab,teammate,gesture,follow-me,fused,0,1,lab,0.8082996721132153
9079,lab,teammate,gesture,follow-me,clip,0,1,lab,0.8082996721132153
9080,lab,teammate,gesture,follow-me,fused,1,1,lab,0.9832207563316195
9081,lab,teammate,gesture,follow-me,audio,1,1,lab,0.8179759220797088
9082,lab,teammate,gesture,follow-me,fused,2,1,lab,0.9989451998685409
9083,lab,teammate,gesture,follow-me,audio,2,2,lab,0.9856845719374782
9084,lab,teammate,gesture,follow-me,fused,2,2,lab,0.9997664889906123
9085,lab,teammate,gesture,follow-me,clip,2,2,lab,0.9585711320444102
9086,lab,teammate,gesture,follow-me,clip,2,3,lab,0.992182074264912
9087,lab,teammate,gesture,follow-me,fused,2,3,lab,0.9999602429084534
9088,lab,teammate,gesture,follow-me,fused,3,3,lab,0.9999958380512689
9089,lab,teammate,gesture,follow-me,audio,3,3,lab,0.9984900580201155
9090,lab,teammate,gesture,follow-me,fused,4,3,lab,0.9999994176400944
9091,lab,teammate,gesture,follow-me,audio,4,3,lab,0.9997886769438529
9092,lab,teammate,gesture,follow-me,fused,4,4,lab,0.9999999131205975
9093,lab,teammate,gesture,follow-me,clip,4,4,lab,0.9990655337449174
9094,lab,teammate,gesture,follow-me,audio,5,4,lab,0.9999817743086353
9095,lab,teammate,gesture,follow-me,fused,5,4,lab,0.999999991893523
9096,lab,teammate,gesture,follow-me,clip,5,5,lab,0.9998099294120332
9097,lab,teammate,gesture,follow-me,fused,5,5,lab,0.9999999986446615
9098,lab,teammate,gesture,follow-me,audio,6,5,lab,0.9999971418824929
9099,lab,teammate,gesture,follow-me,fused,6,5,lab,0.9999999997919549
9100,lab,teammate,gesture,follow-me,clip,6,6,lab,0.999986993622041
9101,lab,teammate,gesture,follow-me,fused,6,6,lab,0.999999999986933
9102,lab,teammate,gesture,follow-me,audio,7,6,lab,0.9999997411376988
9103,lab,teammate,gesture,follow-me,fused,7,6,lab,0.9999999999988094
9104,lab,teammate,gesture,follow-me,clip,7,7,lab,0.9999985992538886
9105,lab,teammate,gesture,follow-me,fused,7,7,lab,0.9999999999999003
9106,lab,teammate,gesture,follow-me,audio,8,7,lab,0.9999999739454718
9107,lab,teammate,gesture,follow-me,fused,8,7,lab,0.9999999999999902
9108,lab,teammate,gesture,follow-me,clip,8,8,lab,0.9999997383264777
9109,lab,teammate,gesture,follow-me,fused,8,8,lab,0.9999999999999981
9110,lab,teammate,gesture,follow-me,audio,9,8,lab,0.9999999974661383
9111,lab,teammate,gesture,follow-me,fused,9,8,lab,0.9999999999999999
9112,lab,teammate,gesture,follow-me,clip,9,9,lab,0.9999999769950307
9113,lab,teammate,gesture,follow-me,fused,9,9,lab,1.0
9114,lab,teammate,gesture,follow-me,audio,10,9,lab,0.9999999997617415
9115,lab,teammate,gesture,follow-me,fused,10,9,lab,1.0
9116,lab,teammate,gesture,follow-me,clip,10,10,lab,0.9999999971985921
9117,lab,teammate,gesture,follow-me,fused,10,10,lab,1.0
9118,lab,teammate,gesture,follow-me,audio,11,10,lab,0.9999999999765469
9119,lab,teammate,gesture,follow-me,fused,11,10,lab,1.0
9120,lab,teammate,gesture,follow-me,clip,11,11,lab,0.999999999815059
9121,lab,teammate,gesture,follow-me,fused,11,11,lab,1.0
9122,lab,teammate,gesture,follow-me,audio,12,11,lab,0.9999999999969493
9123,lab,teammate,gesture,follow-me,fused,12,11,lab,1.0
9124,lab,teammate,gesture,follow-me,clip,12,12,lab,0.9999999999877671
9125,lab,teammate,gesture,follow-me,fused,12,12,lab,1.0
9126,lab,teammate,gesture,follow-me,fused,13,12,lab,1.0
9127,lab,teammate,gesture,follow-me,audio,13,12,lab,0.9999999999996926
9128,lab,teammate,gesture,follow-me,clip,13,13,lab,0.9999999999982224
9129,lab,teammate,gesture,follow-me,fused,13,13,lab,1.0
9130,lab,teammate,gesture,follow-me,fused,14,13,lab,1.0
9131,lab,teammate,gesture,follow-me,audio,14,13,lab,0.9999999999999473
9132,lab,teammate,gesture,follow-me,clip,14,14,lab,0.999999999999875
9133,lab,teammate,gesture,follow-me,fused,14,14,lab,1.0
9134,lab,teammate,gesture,follow-me,fused,15,14,lab,1.0
9135,lab,teammate,gesture,follow-me,audio,15,14,lab,0.9999999999999944
9136,lab,teammate,gesture,follow-me,clip,15,15,lab,0.999999999999987
9137,lab,teammate,gesture,follow-me,fused,15,15,lab,1.0
9138,lab,teammate,gesture,follow-me,fused,16,15,lab,1.0
9139,lab,teammate,gesture,follow-me,audio,16,15,lab,0.9999999999999991
9140,lab,teammate,gesture,follow-me,clip,16,16,lab,0.9999999999999983
9141,lab,teammate,gesture,follow-me,fused,16,16,lab,1.0
9142,lab,teammate,gesture,follow-me,fused,17,16,lab,1.0
9143,lab,teammate,gesture,follow-me,audio,17,16,lab,0.9999999999999999
9144,lab,teammate,gesture,follow-me,clip,17,17,lab,0.9999999999999997
9145,lab,teammate,gesture,follow-me,fused,17,17,lab,1.0
9146,lab,teammate,gesture,follow-me,audio,18,17,lab,1.0
9147,lab,teammate,gesture,follow-me,fused,18,17,lab,1.0
9148,lab,teammate,gesture,follow-me,clip,18,18,lab,1.0
9149,lab,teammate,gesture,follow-me,fused,18,18,lab,1.0
9150,lab,teammate,gesture,follow-me,audio,19,18,lab,1.0
9151,lab,teammate,gesture,follow-me,fused,19,18,lab,1.0
9152,lab,teammate,gesture,follow-me,clip,19,19,lab,1.0
9153,lab,teammate,gesture,follow-me,fused,19,19,lab,1.0
9154,lab,teammate,gesture,follow-me,audio,20,19,lab,1.0
9155,lab,teammate,gesture,follow-me,fused,20,19,lab,1.0
9156,lab,teammate,gesture,follow-me,audio,21,19,lab,1.0
9157,lab,teammate,gesture,follow-me,fused,21,19,lab,1.0
9158,lab,teammate,gesture,follow-me,clip,21,20,lab,1.0
9159,lab,teammate,gesture,follow-me,fused,21,20,lab,1.0
9160,lab,teammate,gesture,follow-me,audio,22,20,lab,1.0
9161,lab,teammate,gesture,follow-me,fused,22,20,lab,1.0
9162,lab,teammate,gesture,follow-me,fused,22,21,lab,1.0
9163,lab,teammate,gesture,follow-me,clip,22,21,lab,1.0
9164,lab,teammate,gesture,follow-me,audio,23,21,lab,1.0
9165,lab,teammate,gesture,follow-me,fused,23,21,lab,1.0
9166,lab,teammate,gesture,follow-me,fused,23,22,lab,1.0
9167,lab,teammate,gesture,follow-me,clip,23,22,lab,1.0
9168,lab,teammate,gesture,follow-me,audio,24,22,lab,1.0
9169,lab,teammate,gesture,follow-me,fused,24,22,lab,1.0
9170,lab,teammate,gesture,follow-me,fused,24,23,lab,1.0
9171,lab,teammate,gesture,follow-me,clip,24,23,lab,1.0
9172,lab,teammate,gesture,follow-me,audio,25,23,lab,1.0
9173,lab,teammate,gesture,follow-me,fused,25,23,lab,1.0
9174,lab,teammate,gesture,follow-me,fused,25,24,lab,1.0
9175,lab,teammate,gesture,follow-me,clip,25,24,lab,1.0
9176,lab,teammate,gesture,follow-me,audio,26,24,lab,1.0
9177,lab,teammate,gesture,follow-me,fused,26,24,lab,1.0
9178,lab,teammate,gesture,follow-me,clip,26,25,lab,1.0
9179,lab,teammate,gesture,follow-me,fused,26,25,lab,1.0
9180,lab,teammate,gesture,follow-me,audio,27,25,lab,1.0
9181,lab,teammate,gesture,follow-me,fused,27,25,lab,1.0
9182,lab,teammate,gesture,follow-me,clip,27,26,lab,1.0
9183,lab,teammate,gesture,follow-me,fused,27,26,lab,1.0
9184,lab,teammate,gesture,follow-me,audio,28,26,lab,1.0
9185,lab,teammate,gesture,follow-me,fused,28,26,lab,1.0
9186,lab,teammate,gesture,follow-me,fused,28,27,lab,1.0
9187,lab,teammate,gesture,follow-me,clip,28,27,lab,1.0
9188,lab,teammate,gesture,follow-me,audio,29,27,lab,1.0
9189,lab,teammate,gesture,follow-me,fused,29,27,lab,1.0
9190,lab,teammate,gesture,follow-me,clip,29,28,lab,1.0
9191,lab,teammate,gesture,follow-me,fused,29,28,lab,1.0
9192,lab,teammate,gesture,follow-me,audio,30,28,lab,1.0
9193,lab,teammate,gesture,follow-me,fused,30,28,lab,1.0
9194,lab,teammate,gesture,rally,audio,1,0,lab,0.8208804005186342
9195,lab,teammate,gesture,rally,fused,1,0,lab,0.8208804005186342
9196,lab,teammate,gesture,rally,clip,1,1,lab,0.7100036080950405
9197,lab,teammate,gesture,rally,fused,1,1,lab,0.9726673771633698
9198,lab,teammate,gesture,rally,audio,2,1,lab,0.9785858182618132
9199,lab,teammate,gesture,rally,fused,2,1,lab,0.9972454184267284
9200,lab,teammate,gesture,rally,clip,2,2,lab,0.9692566959824631
9201,lab,teammate,gesture,rally,fused,2,2,lab,0.9998352302057237
9202,lab,teammate,gesture,rally,fused,3,2,lab,0.9999181699670775
9203,lab,teammate,gesture,rally,audio,3,2,lab,0.9871806803501748
9204,lab,teammate,gesture,rally,clip,3,3,lab,0.9977129139370319
9205,lab,teammate,gesture,rally,fused,3,3,lab,0.999995108847684
9206,lab,teammate,gesture,rally,audio,4,3,lab,0.9984790522788534
9207,lab,teammate,gesture,rally,fused,4,3,lab,0.9999995977926482
9208,lab,teammate,gesture,rally,fused,4,4,lab,0.9999999589165954
9209,lab,teammate,gesture,rally,clip,4,4,lab,0.9997840966523406
9210,lab,teammate,gesture,rally,audio,5,4,lab,0.999569173235535
9211,lab,teammate,gesture,rally,fused,5,4,lab,0.9999999887633917
9212,lab,teammate,gesture,rally,clip,5,5,lab,0.9999727042633897
9213,lab,teammate,gesture,rally,fused,5,5,lab,0.9999999986789683
9214,lab,teammate,gesture,rally,audio,6,5,lab,0.9999597111026245
9215,lab,teammate,gesture,rally,fused,6,5,lab,0.99999999990614
9216,lab,teammate,gesture,rally,clip,6,6,lab,0.9999961678715386
9217,lab,teammate,gesture,rally,fused,6,6,lab,0.9999999999887675
9218,lab,teammate,gesture,rally,audio,7,6,lab,0.9999898600192603
9219,lab,teammate,gesture,rally,fused,7,6,lab,0.9999999999974036
9220,lab,teammate,gesture,rally,clip,7,7,lab,0.9999993514526194
9221,lab,teammate,gesture,rally,fused,7,7,lab,0.999999999999643
9222,lab,teammate,gesture,rally,audio,8,7,lab,0.9999984678572537
9223,lab,teammate,gesture,rally,fused,8,7,lab,0.9999999999999493
9224,lab,teammate,gesture,rally,clip,8,8,lab,0.9999999331290411
9225,lab,teammate,gesture,rally,fused,8,8,lab,0.9999999999999953
9226,lab,teammate,gesture,rally,fused,9,8,lab,0.9999999999999993
9227,lab,teammate,gesture,rally,audio,9,8,lab,0.9999997577735928
9228,lab,teammate,gesture,rally,clip,9,9,lab,0.9999999925411265
9229,lab,teammate,gesture,rally,fused,9,9,lab,1.0
9230,lab,teammate,gesture,rally,fused,10,9,lab,1.0
9231,lab,teammate,gesture,rally,audio,10,9,lab,0.9999999706241813
9232,lab,teammate,gesture,rally,clip,10,10,lab,0.9999999989364262
9233,lab,teammate,gesture,rally,fused,10,10,lab,1.0
9234,lab,teammate,gesture,rally,audio,11,10,lab,0.9999999932388379
9235,lab,teammate,gesture,rally,fused,11,10,lab,1.0
9236,lab,teammate,gesture,rally,fused,11,11,lab,1.0
9237,lab,teammate,gesture,rally,clip,11,11,lab,0.9999999997748663
9238,lab,teammate,gesture,rally,audio,12,11,lab,0.9999999991743672
9239,lab,teammate,gesture,rally,fused,12,11,lab,1.0
9240,lab,teammate,gesture,rally,clip,12,12,lab,0.9999999999729715
9241,lab,teammate,gesture,rally,fused,12,12,lab,1.0
9242,lab,teammate,gesture,rally,fused,13,12,lab,1.0
9243,lab,teammate,gesture,rally,audio,13,12,lab,0.9999999998720005
9244,lab,teammate,gesture,rally,clip,13,13,lab,0.9999999999985878
9245,lab,teammate,gesture,rally,fused,13,13,lab,1.0
9246,lab,teammate,gesture,rally,audio,14,13,lab,0.9999999999711493
9247,lab,teammate,gesture,rally,fused,14,13,lab,1.0
9248,lab,teammate,gesture,rally,clip,14,14,lab,0.9999999999998208
9249,lab,teammate,gesture,rally,fused,14,14,lab,1.0
9250,lab,teammate,gesture,rally,fused,15,14,lab,1.0
9251,lab,teammate,gesture,rally,audio,15,14,lab,0.9999999999946779
9252,lab,teammate,gesture,rally,clip,15,15,lab,0.999999999999984
9253,lab,teammate,gesture,rally,fused,15,15,lab,1.0
9254,lab,teammate,gesture,rally,fused,16,15,lab,1.0
9255,lab,teammate,gesture,rally,audio,16,15,lab,0.999999999999241
9256,lab,teammate,gesture,rally,fused,17,15,lab,1.0
9257,lab,teammate,gesture,rally,audio,17,15,lab,0.9999999999998448
9258,lab,teammate,gesture,rally,clip,17,16,lab,0.9999999999999974
9259,lab,teammate,gesture,rally,fused,17,16,lab,1.0
9260,lab,teammate,gesture,rally,audio,18,16,lab,0.999999999999972
9261,lab,teammate,gesture,rally,fused,18,16,lab,1.0
9262,lab,teammate,gesture,rally,clip,18,17,lab,0.9999999999999997
9263,lab,teammate,gesture,rally,fused,18,17,lab,1.0
9264,lab,teammate,gesture,rally,audio,19,17,lab,0.9999999999999959
9265,lab,teammate,gesture,rally,fused,19,17,lab,1.0
9266,lab,teammate,gesture,rally,fused,19,18,lab,1.0
9267,lab,teammate,gesture,rally,clip,19,18,lab,1.0
9268,lab,teammate,gesture,rally,audio,20,18,lab,0.9999999999999996
9269,lab,teammate,gesture,rally,fused,20,18,lab,1.0
9270,lab,teammate,gesture,rally,clip,20,19,lab,1.0
9271,lab,teammate,gesture,rally,fused,20,19,lab,1.0
