,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.0034458993797381117,0.99647752507849,7.657554177195804e-05
teammate,7.971303308090873e-05,0.9998405739338382,7.971303308090873e-05
supervisor,7.766387076731904e-05,0.14748369058713887,0.8524386455420938
