,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.07603951297955433,0.9238839114786737,7.657554177195804e-05
teammate,0.00047827819848545236,0.9994420087684336,7.971303308090873e-05
supervisor,0.00015532774153463808,0.005358807082945014,0.9944858651755204
