,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.00015315108354391609,0.9995405467493682,0.00030630216708783217
teammate,7.971303308090873e-05,0.9997608609007572,0.00015942606616181745
supervisor,7.766387076731904e-05,0.0030288909599254427,0.9968934451693072
