,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.8152162665562914,0.007683153973509934,0.11141866721854304,0.06568191225165564
courtyard_actual,0.5842557852298944,0.1435995432406609,0.2688588007736944,0.0032858707557502738
lab_actual,2.3698928808417858e-05,2.3698928808417858e-05,0.9074319840743198,0.09252061806806332
lobby_actual,2.4129527302560142e-05,2.4129527302560142e-05,2.4129527302560142e-05,0.9999276114180923
