,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9124586092715232,0.08748965231788079,2.5869205298013245e-05,2.5869205298013245e-05
courtyard_actual,0.0035888233786208665,0.9963645685255529,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,2.3698928808417858e-05,0.0012797421556545645,0.9936960849369608,0.005000473978576168
lobby_actual,2.4129527302560142e-05,0.00036194290953840214,0.11837946094636007,0.8812344666167989
