,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9988358857615894,5.173841059602649e-05,0.0010865066225165562,2.5869205298013245e-05
courtyard_actual,0.9989280137959964,0.0008389457248724104,0.0002097364312181026,2.3304047913122508e-05
lab_actual,0.018342970897715423,2.3698928808417858e-05,0.9813726419565836,0.00026068821689259646
lobby_actual,0.11326400115821732,2.4129527302560142e-05,4.8259054605120284e-05,0.8866636102598751
