,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,31512.0,296.0,4306.0,2538.0
courtyard_actual,25070.0,6161.0,11536.0,140.0
lab_actual,0.0,0.0,38289.0,3903.0
lobby_actual,0.0,0.0,0.0,41439.0
